Gene	LengthPI	UniqueProteinTranscripts	Coding_exons_gene	Variants(,)sep	TotalUTR	5'	3'	Both
34	454	5	14	NP_000007.1	1	0	0	0
34	454	5	14	NP_001120800.1	1	0	0	0
34	454	5	14	NP_001272973.1	1	0	0	0
34	454	5	14	NP_001272972.1	1	0	0	0
35	412	2	11	NP_000008.1	1	0	0	0
35	412	2	11	NP_001289483.1	1	0	0	0
36	432	2	11	NP_001600.1	1	0	0	0
36	432	2	11	XP_016871683.1	1	0	0	0
37	678	7	26	NP_000009.1	1	0	0	0
37	678	7	26	NP_001029031.1	1	0	0	0
37	678	7	26	NP_001257377.1	1	0	0	0
37	678	7	26	NP_001257376.1	1	0	0	0
37	678	7	26	XP_011522131.1	1	0	0	0
37	678	7	26	XP_006721579.2	1	0	0	0
37	678	7	26	XP_011522132.1	1	0	0	0
38	427	3	14	XP_016873171.1,XP_016873172.1	2	1	0	0
38	427	3	14	NP_000010.1	1	0	0	0
38	427	3	14	XP_016873170.1,XP_006718898.1	2	1	0	0
39	426	2	11	NP_001290182.1	1	0	0	0
39	426	2	11	NP_005882.2	1	0	0	0
40	563	2	11	NP_899233.1	1	0	0	0
40	563	2	11	NP_001085.2	1	0	0	0
41	574	6	16	NP_001243759.1	1	0	0	0
41	574	6	16	NP_064423.2	1	0	0	0
41	574	6	16	XP_011536652.1	1	0	0	0
41	574	6	16	XP_011536653.1	1	0	0	0
41	574	6	16	XP_011536654.1	1	0	0	0
41	574	6	16	NP_001086.2	1	0	0	0
163882	725	6	14	NP_001132931.1	1	0	0	0
163882	725	6	14	NP_689822.2,XP_011542413.1,XP_005273138.2,XP_011542412.1	4	0	0	3
163882	725	6	14	XP_011542416.1,XP_016855977.1,XP_016855978.1	3	2	0	0
163882	725	6	14	XP_016855976.1	1	0	0	0
163882	725	6	14	XP_005273140.1,XP_011542415.1	2	1	0	0
163882	725	6	14	XP_011542414.1	1	0	0	0
43	617	7	9	XP_016867708.1	1	0	0	0
43	617	7	9	NP_001289551.1,NP_000656.1	2	1	0	0
43	617	7	9	XP_011514527.1	1	0	0	0
43	617	7	9	XP_006716058.1,NP_056646.1,XP_011514530.1,XP_011514531.1,NP_001289550.1	5	3	0	1
43	617	7	9	XP_016867709.1	1	0	0	0
43	617	7	9	XP_011514528.1	1	0	0	0
43	617	7	9	NP_001269378.1	1	0	0	0
131118	116	2	6	NP_001177162.1	1	0	0	0
131118	116	2	6	NP_660304.1	1	0	0	0
47	1155	4	32	XP_005257452.1,NP_001087.2	2	0	0	1
47	1155	4	32	NP_001290203.1	1	0	0	0
47	1155	4	32	NP_001290204.1	1	0	0	0
47	1155	4	32	XP_016880177.1,NP_942127.1	2	0	0	1
48	889	1	20	NP_001265281.1,NP_002188.1,XP_005251533.1,XP_011516190.1	4	3	0	0
49	421	1	5	NP_001088.2	1	0	0	0
50	780	2	19	NP_001089.1	1	0	0	0
50	780	2	19	XP_016884301.1	1	0	0	0
51	660	5	16	XP_011523170.1	1	0	0	0
51	660	5	16	NP_004026.2	1	0	0	0
51	660	5	16	NP_001171968.1	1	0	0	0
51	660	5	16	XP_011523171.1	1	0	0	0
51	660	5	16	NP_009223.2	1	0	0	0
52	158	3	8	NP_009030.1	1	0	0	0
52	158	3	8	NP_001035739.1	1	0	0	0
52	158	3	8	NP_004291.1	1	0	0	0
53	423	5	13	NP_001601.1	1	0	0	0
53	423	5	13	NP_001289419.1	1	0	0	0
53	423	5	13	NP_001289421.1	1	0	0	0
53	423	5	13	NP_001289418.1	1	0	0	0
53	423	5	13	NP_001289420.1	1	0	0	0
54	325	1	4	NP_001104506.1,NP_001104505.1,XP_011526371.1,XP_005259995.1,NP_001104504.1,NP_001308952.1,NP_001602.1	7	6	0	0
55	418	5	15	XP_011511249.1	1	0	0	0
55	418	5	15	NP_001090.2	1	0	0	0
55	418	5	15	XP_011511248.1	1	0	0	0
55	418	5	15	NP_001127666.1	1	0	0	0
55	418	5	15	NP_001278966.1	1	0	0	0
56	210	4	8	NP_001603.1	1	0	0	0
56	210	4	8	NP_064492.1	1	0	0	0
56	210	4	8	NP_064454.1	1	0	0	0
56	210	4	8	NP_064493.1	1	0	0	0
27316	391	2	9	NP_002130.2	1	0	0	0
27316	391	2	9	NP_001158275.1	1	0	0	0
58	377	1	6	NP_001091.1	1	0	0	0
59	377	1	8	NP_001307784.1,NP_001135417.1,NP_001604.1	3	2	0	0
60	375	1	5	NP_001092.1	1	0	0	0
70	377	1	6	NP_005150.1	1	0	0	0
71	375	1	5	NP_001605.1,NP_001186883.1	2	1	0	0
72	376	2	8	NP_001606.1	1	0	0	0
72	376	2	8	NP_001186822.1	1	0	0	0
22916	156	4	8	NP_001036005.1	1	0	0	0
22916	156	4	8	XP_011510858.1,XP_011510859.1,XP_011510860.1	3	2	0	0
22916	156	4	8	NP_031388.2	1	0	0	0
22916	156	4	8	NP_001294965.1	1	0	0	0
131149	477	1	4	NP_001073909.1	1	0	0	0
81	911	5	26	XP_005259338.1	1	0	0	0
81	911	5	26	NP_001308962.1	1	0	0	0
81	911	5	26	XP_016882820.1	1	0	0	0
81	911	5	26	NP_004915.2	1	0	0	0
81	911	5	26	XP_006723469.1	1	0	0	0
86	429	2	14	NP_004292.1	1	0	0	0
86	429	2	14	NP_829888.1,NP_817126.1	2	1	0	0
87	914	15	29	XP_016877217.1	1	0	0	0
87	914	15	29	NP_001123476.1	1	0	0	0
87	914	15	29	XP_011535570.1	1	0	0	0
87	914	15	29	XP_016877216.1	1	0	0	0
87	914	15	29	NP_001123477.1	1	0	0	0
87	914	15	29	XP_011535568.1	1	0	0	0
87	914	15	29	XP_016877214.1	1	0	0	0
87	914	15	29	XP_016877209.1	1	0	0	0
87	914	15	29	XP_011535569.1	1	0	0	0
87	914	15	29	XP_016877210.1	1	0	0	0
87	914	15	29	XP_011535567.1	1	0	0	0
87	914	15	29	XP_016877215.1	1	0	0	0
87	914	15	29	XP_016877212.1	1	0	0	0
87	914	15	29	NP_001093.1	1	0	0	0
87	914	15	29	XP_016877211.1	1	0	0	0
88	894	3	23	NP_001265272.1	1	0	0	0
88	894	3	23	NP_001094.1	1	0	0	0
88	894	3	23	NP_001265273.1	1	0	0	0
89	944	2	22	NP_001095.2	1	0	0	0
89	944	2	22	NP_001245300.2	1	0	0	0
90	509	1	9	XP_011510409.1,XP_006712888.1,NP_001104537.1,XP_011510408.1,NP_001096.1,XP_011510410.1,XP_005246996.1,XP_005246997.1	8	7	0	0
91	546	7	14	XP_016875690.1	1	0	0	0
91	546	7	14	NP_004293.1	1	0	0	0
91	546	7	14	XP_011537269.1	1	0	0	0
91	546	7	14	NP_064733.3	1	0	0	0
91	546	7	14	XP_016875689.1,XP_016875688.1	2	1	0	0
91	546	7	14	NP_064732.3	1	0	0	0
91	546	7	14	XP_011537268.1	1	0	0	0
92	513	2	12	NP_001265509.1	1	0	0	0
92	513	2	12	NP_001265508.1,NP_001607.1	2	1	0	0
163933	329	1	1	NP_997217.1	1	0	0	0
94	503	2	11	XP_005269292.1,NP_000011.2,NP_001070869.1	3	2	0	0
94	503	2	11	XP_011537310.1	1	0	0	0
95	408	4	16	NP_001185827.1	1	0	0	0
95	408	4	16	NP_001185826.1	1	0	0	0
95	408	4	16	NP_000657.1,NP_001185824.1	2	1	0	0
95	408	4	16	NP_001185825.1	1	0	0	0
97	129	2	3	NP_001289546.1	1	0	0	0
97	129	2	3	NP_001289545.1,NP_001098.1	2	1	0	0
98	172	14	15	XP_016860898.1	1	0	0	0
98	172	14	15	NP_001307515.1	1	0	0	0
98	172	14	15	NP_001307516.1	1	0	0	0
98	172	14	15	XP_016860899.1	1	0	0	0
98	172	14	15	XP_016860895.1	1	0	0	0
98	172	14	15	NP_612457.1	1	0	0	0
98	172	14	15	XP_016860901.1	1	0	0	0
98	172	14	15	NP_001307518.1	1	0	0	0
98	172	14	15	XP_016860902.1	1	0	0	0
98	172	14	15	XP_016860897.1	1	0	0	0
98	172	14	15	NP_001307517.1	1	0	0	0
98	172	14	15	NP_001307519.1	1	0	0	0
98	172	14	15	XP_016860900.1	1	0	0	0
98	172	14	15	XP_016860896.1	1	0	0	0
100	363	3	12	NP_001308980.1	1	0	0	0
100	363	3	12	NP_001308979.1	1	0	0	0
100	363	3	12	NP_000013.2	1	0	0	0
101	824	6	30	XP_016870954.1	1	0	0	0
101	824	6	30	NP_001157962.1	1	0	0	0
101	824	6	30	NP_001157961.1	1	0	0	0
101	824	6	30	XP_016870955.1	1	0	0	0
101	824	6	30	XP_011537419.2	1	0	0	0
101	824	6	30	NP_001100.3	1	0	0	0
102	748	3	17	NP_001101.1	1	0	0	0
102	748	3	17	XP_016877350.1	1	0	0	0
102	748	3	17	NP_001307499.1	1	0	0	0
103	1226	8	23	NP_056655.2	1	0	0	0
103	1226	8	23	XP_011507364.1	1	0	0	0
103	1226	8	23	XP_011507363.2,XP_016855526.1	2	1	0	0
103	1226	8	23	NP_001102.2	1	0	0	0
103	1226	8	23	XP_006711172.1	1	0	0	0
103	1226	8	23	NP_001020278.1,NP_001180424.1,XP_006711175.1,XP_006711176.1,XP_006711174.1	5	1	0	3
103	1226	8	23	NP_056656.2	1	0	0	0
103	1226	8	23	XP_011507362.1	1	0	0	0
104	714	13	21	XP_011527727.1	1	0	0	0
104	714	13	21	XP_011527734.1	1	0	0	0
104	714	13	21	XP_016883734.1	1	0	0	0
104	714	13	21	XP_006724017.1,XP_016883732.1	2	1	0	0
104	714	13	21	XP_016883741.1	1	0	0	0
104	714	13	21	XP_016883733.1	1	0	0	0
104	714	13	21	XP_016883742.1	1	0	0	0
104	714	13	21	XP_016883735.1	1	0	0	0
104	714	13	21	NP_001103.1,XP_016883744.1	2	0	0	1
104	714	13	21	NP_056649.1,XP_016883743.1	2	0	0	1
104	714	13	21	XP_016883731.1	1	0	0	0
104	714	13	21	NP_056648.1,XP_016883740.1,XP_016883738.1,XP_016883739.1,XP_016883736.1,XP_016883737.1	6	0	0	5
104	714	13	21	NP_001153702.1,XP_016883745.1	2	0	0	1
105	739	1	10	NP_061172.1	1	0	0	0
107	1119	4	24	NP_066939.1	1	0	0	0
107	1119	4	24	XP_005249642.1	1	0	0	0
107	1119	4	24	NP_001268697.1	1	0	0	0
107	1119	4	24	XP_005249641.1	1	0	0	0
108	1091	2	27	XP_011512244.1	1	0	0	0
108	1091	2	27	NP_065433.2	1	0	0	0
109	1145	18	27	NP_004027.2	1	0	0	0
109	1145	18	27	XP_011530798.1	1	0	0	0
109	1145	18	27	XP_011530791.1	1	0	0	0
109	1145	18	27	XP_011530792.1	1	0	0	0
109	1145	18	27	XP_016858678.1	1	0	0	0
109	1145	18	27	XP_016858681.1	1	0	0	0
109	1145	18	27	XP_011530795.1	1	0	0	0
109	1145	18	27	XP_016858675.1	1	0	0	0
109	1145	18	27	XP_016858676.1	1	0	0	0
109	1145	18	27	XP_016858677.1	1	0	0	0
109	1145	18	27	XP_011530793.1	1	0	0	0
109	1145	18	27	NP_001307542.1	1	0	0	0
109	1145	18	27	XP_011530796.1	1	0	0	0
109	1145	18	27	XP_006711988.1	1	0	0	0
109	1145	18	27	XP_011530794.1	1	0	0	0
109	1145	18	27	XP_016858680.1	1	0	0	0
109	1145	18	27	XP_016858682.1	1	0	0	0
109	1145	18	27	XP_016858679.1	1	0	0	0
111	1261	10	29	XP_005247135.1	1	0	0	0
111	1261	10	29	XP_006713546.1	1	0	0	0
111	1261	10	29	XP_016861128.1	1	0	0	0
111	1261	10	29	NP_001186571.1	1	0	0	0
111	1261	10	29	XP_005247134.1	1	0	0	0
111	1261	10	29	XP_011510661.1	1	0	0	0
111	1261	10	29	XP_011510662.1	1	0	0	0
111	1261	10	29	NP_899200.1	1	0	0	0
111	1261	10	29	XP_006713547.1,XP_011510663.1,XP_016861129.1	3	2	0	0
111	1261	10	29	XP_016861127.1	1	0	0	0
112	1168	2	24	NP_056085.1,XP_006719273.1	2	0	0	1
112	1168	2	24	XP_016874232.1	1	0	0	0
113	1080	5	30	XP_016878384.1,NP_001105.1	2	1	0	0
113	1080	5	30	NP_001272986.1,XP_016878387.1	2	0	0	1
113	1080	5	30	XP_011521139.1,XP_011521142.1,XP_011521144.1,XP_011521138.1,XP_011521137.1,XP_011521141.1,XP_011521140.1	7	6	0	0
113	1080	5	30	XP_016878386.1,XP_016878385.1	2	1	0	0
113	1080	5	30	XP_016878388.1	1	0	0	0
114	1251	5	25	XP_016868495.1	1	0	0	0
114	1251	5	25	XP_005250826.1	1	0	0	0
114	1251	5	25	XP_016868496.1	1	0	0	0
114	1251	5	25	NP_001106.1	1	0	0	0
114	1251	5	25	XP_006716564.1	1	0	0	0
163859	451	1	7	NP_689821.3	1	0	0	0
116	176	2	7	XP_005258138.1	1	0	0	0
116	176	2	7	NP_001093203.1,NP_001108.2	2	1	0	0
117	496	9	19	XP_005249675.1	1	0	0	0
117	496	9	19	NP_001186565.1	1	0	0	0
117	496	9	19	NP_001109.2	1	0	0	0
117	496	9	19	XP_016867226.1	1	0	0	0
117	496	9	19	XP_016867225.1	1	0	0	0
117	496	9	19	XP_006715708.1	1	0	0	0
117	496	9	19	XP_016867227.1	1	0	0	0
117	496	9	19	NP_001186566.1	1	0	0	0
117	496	9	19	NP_001186564.1	1	0	0	0
118	662	8	21	NP_054909.2,XP_016863199.1,XP_016863198.1	3	0	0	2
118	662	8	21	XP_005247990.1,XP_016863192.1,XP_005247991.1	3	0	0	2
118	662	8	21	NP_054908.2,XP_016863193.1	2	0	0	1
118	662	8	21	XP_016863197.1,XP_005247994.1,NP_001273574.1	3	1	1	0
118	662	8	21	NP_001110.2,XP_016863196.1,XP_016863195.1	3	0	0	2
118	662	8	21	XP_005247993.1	1	0	0	0
118	662	8	21	XP_005247992.1,XP_016863194.1	2	1	0	0
118	662	8	21	NP_789771.1	1	0	0	0
119	726	4	18	NP_059516.2	1	0	0	0
119	726	4	18	NP_059522.1	1	0	0	0
119	726	4	18	NP_001171984.1	1	0	0	0
119	726	4	18	XP_011530804.1,NP_001608.1,NP_001171983.1	3	0	0	2
120	706	3	14	NP_063968.1,NP_001112.2	2	1	0	0
120	706	3	14	NP_001307520.1,NP_001307521.1,NP_001307522.1,NP_058432.1	4	3	0	0
120	706	3	14	NP_001307523.1	1	0	0	0
123	437	2	9	NP_001113.2	1	0	0	0
123	437	2	9	XP_016869748.1	1	0	0	0
124	375	1	9	NP_000658.1	1	0	0	0
125	375	2	9	NP_000659.2	1	0	0	0
125	375	2	9	NP_001273579.1	1	0	0	0
126	375	3	10	NP_000660.1	1	0	0	0
126	375	3	10	XP_011529891.1	1	0	0	0
126	375	3	10	XP_011529890.1	1	0	0	0
127	399	4	13	NP_001293101.1,NP_001293100.1	2	1	0	0
127	399	4	13	XP_016863202.1,XP_016863203.1	2	1	0	0
127	399	4	13	NP_000661.2	1	0	0	0
127	399	4	13	XP_016863204.1	1	0	0	0
128	374	1	9	NP_000662.3	1	0	0	0
130	375	2	10	NP_000663.1	1	0	0	0
130	375	2	10	NP_001095940.1	1	0	0	0
131	394	2	10	NP_001159976.1	1	0	0	0
131	394	2	10	NP_000664.2	1	0	0	0
132	362	13	20	NP_001189378.1	1	0	0	0
132	362	13	20	XP_016871187.1	1	0	0	0
132	362	13	20	NP_001189379.1	1	0	0	0
132	362	13	20	XP_016871189.1	1	0	0	0
132	362	13	20	XP_016871188.1	1	0	0	0
132	362	13	20	XP_016871195.1	1	0	0	0
132	362	13	20	XP_016871191.1	1	0	0	0
132	362	13	20	XP_016871193.1	1	0	0	0
132	362	13	20	NP_006712.2	1	0	0	0
132	362	13	20	XP_016871190.1	1	0	0	0
132	362	13	20	XP_016871192.1	1	0	0	0
132	362	13	20	NP_001114.2	1	0	0	0
132	362	13	20	XP_016871194.1	1	0	0	0
133	185	1	3	NP_001115.1	1	0	0	0
134	326	2	3	NP_000665.1,NP_001041695.1	2	1	0	0
134	326	2	3	XP_005244958.1,XP_016855831.1,XP_005244959.1	3	2	0	0
196743	511	3	7	NP_997011.1	1	0	0	0
196743	511	3	7	NP_690875.1	1	0	0	0
196743	511	3	7	NP_997010.1	1	0	0	0
136	332	4	7	XP_016879686.1	1	0	0	0
136	332	4	7	NP_000667.1	1	0	0	0
136	332	4	7	XP_011521961.1	1	0	0	0
136	332	4	7	XP_011521963.1	1	0	0	0
152940	186	2	8	XP_011529973.1,XP_011529974.1	2	1	0	0
152940	186	2	8	XP_016863298.1,XP_016863297.1,XP_016863299.1,NP_689756.2	4	3	0	0
64377	424	1	3	NP_001121367.1,NP_001121368.1,NP_071912.2,XP_011525526.1,XP_011525524.1,XP_016882632.1	6	5	0	0
140	318	3	3	NP_001289607.1	1	0	0	0
140	318	3	3	NP_001289608.1	1	0	0	0
140	318	3	3	NP_000668.1	1	0	0	0
141	357	2	4	NP_001278879.1	1	0	0	0
141	357	2	4	XP_011510740.1,NP_001116.1,NP_001278878.1	3	0	0	2
142	1014	1	23	NP_001609.2	1	0	0	0
143	1724	2	35	XP_011533233.1	1	0	0	0
143	1724	2	35	XP_011533234.1,NP_006428.2	2	0	0	1
131096	1107	6	22	XP_016861190.1	1	0	0	0
131096	1107	6	22	XP_016861189.1	1	0	0	0
131096	1107	6	22	XP_016861187.1	1	0	0	0
131096	1107	6	22	XP_016861188.1	1	0	0	0
131096	1107	6	22	NP_653234.2	1	0	0	0
131096	1107	6	22	XP_016861191.1,XP_011531649.1	2	1	0	0
146	572	1	2	NP_000669.1	1	0	0	0
147	520	7	9	NP_000670.1	1	0	0	0
147	520	7	9	XP_011532737.1	1	0	0	0
147	520	7	9	XP_006714884.1	1	0	0	0
147	520	7	9	XP_011532740.1	1	0	0	0
147	520	7	9	XP_011532739.1	1	0	0	0
147	520	7	9	XP_005265876.1	1	0	0	0
147	520	7	9	XP_005265875.1	1	0	0	0
148	475	10	12	NP_001309433.1	1	0	0	0
148	475	10	12	NP_150647.2	1	0	0	0
148	475	10	12	NP_001309431.1	1	0	0	0
148	475	10	12	XP_006716356.1,NP_150645.2	2	0	0	1
148	475	10	12	XP_011542714.1	1	0	0	0
148	475	10	12	XP_011542713.1	1	0	0	0
148	475	10	12	NP_001309432.1	1	0	0	0
148	475	10	12	NP_000671.2	1	0	0	0
148	475	10	12	XP_016868583.1,XP_016868584.1,XP_006716355.1,NP_150646.3	4	2	0	1
148	475	10	12	XP_016868585.1	1	0	0	0
150	465	1	1	NP_000672.3	1	0	0	0
151	450	1	1	NP_000673.2	1	0	0	0
152	462	1	1	NP_000674.2	1	0	0	0
153	477	1	1	NP_000675.1	1	0	0	0
154	413	1	1	NP_000015.1	1	0	0	0
155	408	1	2	NP_000016.1	1	0	0	0
156	689	2	23	XP_011543075.1	1	0	0	0
156	689	2	23	NP_001610.2	1	0	0	0
157	688	2	22	XP_011528277.1	1	0	0	0
157	688	2	22	NP_005151.2	1	0	0	0
158	484	11	21	XP_016884126.1	1	0	0	0
158	484	11	21	XP_016884125.1	1	0	0	0
158	484	11	21	XP_016884129.1	1	0	0	0
158	484	11	21	NP_001116850.1	1	0	0	0
158	484	11	21	XP_016884128.1	1	0	0	0
158	484	11	21	XP_011528279.1	1	0	0	0
158	484	11	21	NP_000017.1	1	0	0	0
158	484	11	21	NP_001304852.1	1	0	0	0
158	484	11	21	XP_011528281.1	1	0	0	0
158	484	11	21	XP_016884127.1	1	0	0	0
158	484	11	21	XP_011528282.1	1	0	0	0
159	456	2	15	XP_011542410.1	1	0	0	0
159	456	2	15	NP_001117.2	1	0	0	0
160	977	4	27	XP_011524858.1	1	0	0	0
160	977	4	27	XP_011524859.1	1	0	0	0
160	977	4	27	NP_055018.2	1	0	0	0
160	977	4	27	NP_570603.2	1	0	0	0
161	940	4	26	XP_011518232.1	1	0	0	0
161	940	4	26	NP_036437.1	1	0	0	0
161	940	4	26	NP_001229766.1	1	0	0	0
161	940	4	26	XP_011518231.1	1	0	0	0
162	949	3	23	NP_663782.2	1	0	0	0
162	949	3	23	NP_001159491.1	1	0	0	0
162	949	3	23	NP_001118.3	1	0	0	0
163	951	8	25	NP_001273.1,XP_016879773.1	2	0	0	1
163	951	8	25	NP_001025177.1,XP_005257994.1,XP_005257995.1	3	0	0	2
163	951	8	25	XP_011522754.1,XP_011522755.1,XP_011522756.1	3	2	0	0
163	951	8	25	XP_011522750.1,XP_011522751.1,XP_011522752.1	3	2	0	0
163	951	8	25	XP_011522757.1,XP_016879775.1	2	1	0	0
163	951	8	25	XP_011522753.1	1	0	0	0
163	951	8	25	XP_016879774.1	1	0	0	0
163	951	8	25	XP_005257998.1,XP_016879776.1	2	1	0	0
164	825	2	23	NP_001025178.1	1	0	0	0
164	825	2	23	NP_001119.3	1	0	0	0
165	1158	2	23	XP_011513464.1	1	0	0	0
165	1158	2	23	NP_001120.3	1	0	0	0
166	264	4	10	NP_001121.2	1	0	0	0
166	264	4	10	XP_006722727.1	1	0	0	0
166	264	4	10	NP_945320.1	1	0	0	0
166	264	4	10	NP_945321.1	1	0	0	0
167	249	3	8	NP_001192149.1,NP_001122.2	2	1	0	0
167	249	3	8	XP_016865809.1,XP_011512617.1,XP_016865810.1	3	2	0	0
167	249	3	8	NP_733758.1	1	0	0	0
173	599	4	21	NP_001124.1	1	0	0	0
173	599	4	21	XP_016863332.1	1	0	0	0
173	599	4	21	XP_016863333.1	1	0	0	0
173	599	4	21	XP_016863331.1	1	0	0	0
174	609	1	14	NP_001125.1	1	0	0	0
175	346	2	11	NP_000018.2	1	0	0	0
175	346	2	11	NP_001165459.1	1	0	0	0
176	2530	8	21	XP_011519615.1	1	0	0	0
176	2530	8	21	NP_037359.3	1	0	0	0
176	2530	8	21	XP_016877476.1	1	0	0	0
176	2530	8	21	XP_006720482.1	1	0	0	0
176	2530	8	21	NP_001126.3	1	0	0	0
176	2530	8	21	XP_016877474.1	1	0	0	0
176	2530	8	21	XP_016877475.1	1	0	0	0
176	2530	8	21	XP_011519616.1	1	0	0	0
177	420	9	18	NP_001193861.1	1	0	0	0
177	420	9	18	NP_001193863.1	1	0	0	0
177	420	9	18	NP_001193865.1	1	0	0	0
177	420	9	18	NP_751947.1	1	0	0	0
177	420	9	18	XP_016865817.1	1	0	0	0
177	420	9	18	NP_001193858.1	1	0	0	0
177	420	9	18	NP_001127.1	1	0	0	0
