org	Gene	PILength	Isoforms	exonsCount	geneName
9606	341	83	4	8	APOC1 apolipoprotein C1
9606	196951	419	28	37	FAM227B family with sequence similarity 227 member B
9606	348	317	5	9	APOE apolipoprotein E
9606	351	695	11	24	APP amyloid beta precursor protein
9606	353	134	2	6	APRT adenine phosphoribosyltransferase
9606	354	238	3	8	KLK3 kallikrein related peptidase 3
9606	355	362	12	23	FAS Fas cell surface death receptor
9606	356	127	2	6	FASLG Fas ligand
9606	357	1615	6	14	SHROOM2 shroom family member 2
9606	358	269	2	6	AQP1 aquaporin 1 (Colton blood group)
9606	360	237	3	9	AQP3 aquaporin 3 (Gill blood group)
9606	361	301	8	12	AQP4 aquaporin 4
9606	362	222	2	6	AQP5 aquaporin 5
9606	364	216	7	15	AQP7 aquaporin 7
9606	366	230	3	9	AQP9 aquaporin 9
9606	367	572	5	15	AR androgen receptor
9606	369	606	3	18	ARAF A-Raf proto-oncogene, serine/threonine kinase
9606	124401	483	11	35	ANKS3 ankyrin repeat and sterile alpha motif domain containing 3
9606	372	417	4	11	ARCN1 archain 1
9606	373	546	5	21	TRIM23 tripartite motif containing 23
9606	131450	325	4	9	CD200R1 CD200 receptor 1
9606	383	322	3	9	ARG1 arginase 1
9606	387	112	7	15	RHOA ras homolog family member A
9606	392	439	3	14	ARHGAP1 Rho GTPase activating protein 1
9606	393	946	2	23	ARHGAP4 Rho GTPase activating protein 4
9606	394	1502	6	11	ARHGAP5 Rho GTPase activating protein 5
9606	395	794	4	17	ARHGAP6 Rho GTPase activating protein 6
9606	396	160	8	13	ARHGDIA Rho GDP dissociation inhibitor alpha
9606	400	135	2	9	ARL1 ADP ribosylation factor like GTPase 1
9606	401	312	2	4	PHOX2A paired like homeobox 2A
9606	402	157	2	5	ARL2 ADP ribosylation factor like GTPase 2
9606	405	787	38	34	ARNT aryl hydrocarbon receptor nuclear translocator
9606	406	508	41	47	BMAL1 basic helix-loop-helix ARNT like 1
9606	407	396	2	20	ARR3 arrestin 3
9606	408	410	9	20	ARRB1 arrestin beta 1
9606	409	406	17	34	ARRB2 arrestin beta 2
9606	410	423	9	14	ARSA arylsulfatase A
9606	411	533	8	18	ARSB arylsulfatase B
9606	412	590	7	19	STS steroid sulfatase
9606	197021	274	5	20	LCTL lactase like
9606	414	548	5	14	ARSD arylsulfatase D
9606	415	411	10	20	ARSL arylsulfatase L
9606	416	590	7	18	ARSF arylsulfatase F
9606	419	367	34	22	ART3 ADP-ribosyltransferase 3 (inactive)
9606	420	290	2	4	ART4 ADP-ribosyltransferase 4 (inactive) (Dombrock blood group)
9606	421	993	19	32	ARVCF ARVCF delta catenin family member
9606	427	389	5	20	ASAH1 N-acylsphingosine amidohydrolase 1
9606	432	252	3	11	ASGR1 asialoglycoprotein receptor 1
9606	433	292	17	25	ASGR2 asialoglycoprotein receptor 2
9606	435	444	4	18	ASL argininosuccinate lyase
9606	438	373	3	11	ASMT acetylserotonin O-methyltransferase
9606	65975	458	55	33	STK33 serine/threonine kinase 33
9606	440	561	7	20	ASNS asparagine synthetase (glutamine-hydrolyzing)
9606	65977	240	2	11	PLEKHA3 pleckstrin homology domain containing A3
9606	65979	702	6	21	PHACTR4 phosphatase and actin regulator 4
9606	65980	502	22	40	BRD9 bromodomain containing 9
9606	65982	510	10	16	ZSCAN18 zinc finger and SCAN domain containing 18
9606	65983	415	23	30	GRAMD2B GRAM domain containing 2B
9606	65985	599	6	23	AACS acetoacetyl-CoA synthetase
9606	65986	579	3	9	ZBTB10 zinc finger and BTB domain containing 10
9606	65987	225	2	4	KCTD14 potassium channel tetramerization domain containing 14
9606	65988	330	4	7	ZNF747 zinc finger protein 747
9606	65989	346	9	13	DLK2 delta like non-canonical Notch ligand 2
9606	65990	218	2	5	ANTKMT adenine nucleotide translocase lysine methyltransferase
9606	65993	218	2	4	MRPS34 mitochondrial ribosomal protein S34
9606	460	1228	5	26	ASTN1 astrotactin 1
9606	462	392	7	15	SERPINC1 serpin family C member 1
9606	66000	575	3	9	TMEM108 transmembrane protein 108
9606	66002	411	8	26	CYP4F12 cytochrome P450 family 4 subfamily F member 12
9606	467	181	9	15	ATF3 activating transcription factor 3
9606	66005	447	20	27	CHID1 chitinase domain containing 1
9606	471	597	5	24	ATIC 5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase
9606	131544	2679	3	26	CRYBG3 crystallin beta-gamma domain containing 3
9606	473	1566	3	29	RERE arginine-glutamic acid dipeptide repeats
9606	476	1023	3	26	ATP1A1 ATPase Na+/K+ transporting subunit alpha 1
9606	477	723	2	24	ATP1A2 ATPase Na+/K+ transporting subunit alpha 2
9606	478	1013	4	27	ATP1A3 ATPase Na+/K+ transporting subunit alpha 3
9606	479	1039	2	24	ATP12A ATPase H+/K+ transporting non-gastric alpha2 subunit
9606	480	970	3	24	ATP1A4 ATPase Na+/K+ transporting subunit alpha 4
9606	482	208	2	9	ATP1B2 ATPase Na+/K+ transporting subunit beta 2
9606	486	64	2	7	FXYD2 FXYD domain containing ion transport regulator 2
9606	114769	81	2	6	CARD16 caspase recruitment domain family member 16
9606	488	1042	4	25	ATP2A2 ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2
9606	489	998	18	42	ATP2A3 ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3
9606	490	1105	30	41	ATP2B1 ATPase plasma membrane Ca2+ transporting 1
9606	491	1243	17	39	ATP2B2 ATPase plasma membrane Ca2+ transporting 2
9606	492	1249	13	30	ATP2B3 ATPase plasma membrane Ca2+ transporting 3
9606	493	1164	4	25	ATP2B4 ATPase plasma membrane Ca2+ transporting 4
9606	131566	699	3	18	DCBLD2 discoidin, CUB and LCCL domain containing 2
9606	498	553	5	20	ATP5F1A ATP synthase F1 subunit alpha
9606	66035	496	4	18	SLC2A11 solute carrier family 2 member 11
9606	66036	514	4	15	MTMR9 myotubularin related protein 9
9606	66037	174	12	25	BOLL boule homolog, RNA binding protein
9606	100532726	86	3	5	NDUFC2-KCTD14 NDUFC2-KCTD14 readthrough
9606	5545	247	2	6	PRB4 proline rich protein BstNI subfamily 4
9606	131578	581	2	4	LRRC15 leucine rich repeat containing 15
9606	29068	199	19	21	ZBTB44 zinc finger and BTB domain containing 44
9606	509	297	5	14	ATP5F1C ATP synthase F1 subunit gamma
9606	100532736	181	2	6	MICOS10-NBL1 MICOS10-NBL1 readthrough
9606	517	141	10	21	ATP5MC2 ATP synthase membrane subunit c locus 2
9606	518	105	3	7	ATP5MC3 ATP synthase membrane subunit c locus 3
9606	522	108	7	11	ATP5PF ATP synthase peripheral stalk subunit F6
9606	525	553	2	15	ATP6V1B1 ATPase H+ transporting V1 subunit B1
9606	529	204	3	10	ATP6V1E1 ATPase H+ transporting V1 subunit E1
9606	533	261	4	12	ATP6V0B ATPase H+ transporting V0 subunit b
9606	534	77	3	7	ATP6V1G2 ATPase H+ transporting V1 subunit G2
9606	535	872	33	29	ATP6V0A1 ATPase H+ transporting V0 subunit a1
9606	11012	250	14	17	KLK11 kallikrein related peptidase 11
9606	538	1422	2	23	ATP7A ATPase copper transporting alpha
9606	540	1303	21	38	ATP7B ATPase copper transporting beta
9606	22917	345	7	22	ZP1 zona pellucida glycoprotein 1
9606	545	2580	9	55	ATR ATR serine/threonine kinase
9606	546	2437	11	43	ATRX ATRX chromatin remodeler
9606	547	1690	28	62	KIF1A kinesin family member 1A
9606	554	309	2	6	AVPR2 arginine vasopressin receptor 2
9606	164395	341	2	21	TTLL9 tubulin tyrosine ligase like 9
9606	558	885	3	24	AXL AXL receptor tyrosine kinase
9606	93	518	5	16	ACVR2B activin A receptor type 2B
9606	567	122	2	5	B2M beta-2-microglobulin
9606	573	274	4	10	BAG1 BAG cochaperone 1
9606	575	1623	19	45	ADGRB1 adhesion G protein-coupled receptor B1
9606	576	1282	32	48	ADGRB2 adhesion G protein-coupled receptor B2
9606	578	211	5	12	BAK1 BCL2 antagonist/killer 1
9606	580	307	8	15	BARD1 BRCA1 associated RING domain 1
9606	581	218	9	13	BAX BCL2 associated X, apoptosis regulator
9606	583	721	3	20	BBS2 Bardet-Biedl syndrome 2
9606	585	507	9	30	BBS4 Bardet-Biedl syndrome 4
9606	586	325	10	17	BCAT1 branched chain amino acid transaminase 1
9606	587	352	3	15	BCAT2 branched chain amino acid transaminase 2
9606	593	444	2	10	BCKDHA branched chain keto acid dehydrogenase E1 subunit alpha
9606	594	322	14	26	BCKDHB branched chain keto acid dehydrogenase E1 subunit beta
9606	131669	676	2	22	UROC1 urocanate hydratase 1
9606	598	233	13	11	BCL2L1 BCL2 like 1
9606	602	356	3	13	BCL3 BCL3 transcription coactivator
9606	604	650	6	14	BCL6 BCL6 transcription repressor
9606	605	210	2	7	BCL7A BAF chromatin remodeling complex subunit BCL7A
9606	613	1227	2	23	BCR BCR activator of RhoGEF and GTPase
9606	22934	180	2	10	RPIA ribose 5-phosphate isomerase A
9606	617	419	28	29	BCS1L BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone
9606	114791	1046	17	40	TUBGCP5 tubulin gamma complex associated protein 5
9606	622	343	10	23	BDH1 3-hydroxybutyrate dehydrogenase 1
9606	631	526	6	16	BFSP1 beaded filament structural protein 1
9606	634	368	7	18	CEACAM1 CEA cell adhesion molecule 1
9606	636	966	11	22	BICD1 BICD cargo adaptor 1
9606	637	195	7	15	BID BH3 interacting domain death agonist
9606	639	789	9	15	PRDM1 PR/SET domain 1
9606	640	531	11	20	BLK BLK proto-oncogene, Src family tyrosine kinase
9606	641	1042	7	33	BLM BLM RecQ like helicase
9606	643	327	2	3	CXCR5 C-X-C motif chemokine receptor 5
9606	646	969	4	9	BNC1 basonuclin 1
9606	197257	484	2	12	LDHD lactate dehydrogenase D
9606	197259	471	11	24	MLKL mixed lineage kinase domain like pseudokinase
9606	652	408	9	12	BMP4 bone morphogenetic protein 4
9606	653	348	5	10	BMP5 bone morphogenetic protein 5
9606	656	427	8	15	BMP8B bone morphogenetic protein 8b
9606	658	502	12	25	BMPR1B bone morphogenetic protein receptor type 1B
9606	659	1037	2	14	BMPR2 bone morphogenetic protein receptor type 2
9606	660	674	4	23	BMX BMX non-receptor tyrosine kinase
9606	662	241	8	12	BNIP1 BCL2 interacting protein 1
9606	663	261	8	14	BNIP2 BCL2 interacting protein 2
9606	665	179	2	8	BNIP3L BCL2 interacting protein 3 like
9606	666	134	7	13	BOK BCL2 family apoptosis regulator BOK
9606	670	274	4	14	BPHL biphenyl hydrolase like
9606	671	450	5	18	BPI bactericidal permeability increasing protein
9606	672	1816	5	31	BRCA1 BRCA1 DNA repair associated
9606	673	711	19	38	BRAF B-Raf proto-oncogene, serine/threonine kinase
9606	676	947	16	31	BRDT bromodomain testis associated
9606	677	338	3	8	ZFP36L1 ZFP36 ring finger protein like 1
9606	682	176	5	15	BSG basigin (Ok blood group)
9606	683	300	8	17	BST1 bone marrow stromal cell antigen 1
9606	685	129	5	8	BTC betacellulin
9606	686	523	8	14	BTD biotinidase
9606	688	366	3	7	KLF5 KLF transcription factor 5
9606	689	187	4	8	BTF3 basic transcription factor 3
9606	115	1001	3	14	ADCY9 adenylate cyclase 9
9606	695	659	3	23	BTK Bruton tyrosine kinase
9606	699	1065	4	27	BUB1 BUB1 mitotic checkpoint serine/threonine kinase
9606	705	355	2	8	BYSL bystin like
9606	51501	158	7	16	HIKESHI heat shock protein nuclear import factor hikeshi
9606	713	251	3	5	C1QB complement C1q B chain
9606	197322	576	18	22	ACSF3 acyl-CoA synthetase family member 3
9606	715	705	2	12	C1R complement C1r
9606	716	521	3	16	C1S complement C1s
9606	717	506	6	25	C2 complement C2
9606	720	1698	2	42	C4A complement C4A (Rodgers blood group)
9606	51307	392	4	8	FAM53C family with sequence similarity 53 member C
9606	725	251	9	13	C4BPB complement component 4 binding protein beta
9606	726	680	3	16	CAPN5 calpain 5
9606	727	1676	3	43	C5 complement C5
9606	728	384	2	4	C5AR1 complement C5a receptor 1
9606	729	823	13	30	C6 complement C6
9606	731	381	3	13	C8A complement C8 alpha chain
9606	732	529	4	18	C8B complement C8 beta chain
9606	733	174	2	8	C8G complement C8 gamma chain
9606	744	277	13	22	MPPED2 metallophosphoesterase domain containing 2
9606	745	1152	24	39	MYRF myelin regulatory factor
9606	747	956	7	27	DAGLA diacylglycerol lipase alpha
9606	197358	1065	4	24	NLRC3 NLR family CARD domain containing 3
9606	752	1164	20	37	FMNL1 formin like 1
9606	753	259	51	42	LDLRAD4 low density lipoprotein receptor class A domain containing 4
9606	754	142	2	7	PTTG1IP PTTG1 interacting protein
9606	755	268	13	25	CFAP410 cilia and flagella associated protein 410
9606	757	158	4	14	TMEM50B transmembrane protein 50B
9606	131831	517	3	18	ERICH6 glutamate rich 6
9606	760	159	2	9	CA2 carbonic anhydrase 2
9606	197370	266	4	14	NSMCE1 NSE1 homolog, SMC5-SMC6 complex component
9606	763	300	5	13	CA5A carbonic anhydrase 5A
9606	765	308	6	13	CA6 carbonic anhydrase 6
9606	766	208	3	10	CA7 carbonic anhydrase 7
9606	767	258	7	17	CA8 carbonic anhydrase 8
9606	768	308	3	13	CA9 carbonic anhydrase 9
9606	771	283	3	11	CA12 carbonic anhydrase 12
9606	773	2506	5	53	CACNA1A calcium voltage-gated channel subunit alpha1 A
9606	774	2237	2	48	CACNA1B calcium voltage-gated channel subunit alpha1 B
9606	775	2173	56	67	CACNA1C calcium voltage-gated channel subunit alpha1 C
9606	776	2161	22	59	CACNA1D calcium voltage-gated channel subunit alpha1 D
9606	777	2458	14	54	CACNA1E calcium voltage-gated channel subunit alpha1 E
9606	778	1905	5	55	CACNA1F calcium voltage-gated channel subunit alpha1 F
9606	779	1854	2	44	CACNA1S calcium voltage-gated channel subunit alpha1 S
9606	780	937	58	45	DDR1 discoidin domain receptor tyrosine kinase 1
9606	782	643	9	22	CACNB1 calcium voltage-gated channel auxiliary subunit beta 1
9606	783	632	15	26	CACNB2 calcium voltage-gated channel auxiliary subunit beta 2
9606	784	484	10	28	CACNB3 calcium voltage-gated channel auxiliary subunit beta 3
9606	785	458	23	40	CACNB4 calcium voltage-gated channel auxiliary subunit beta 4
9606	492307	84	4	9	PPDPFL pancreatic progenitor cell differentiation and proliferation factor like
9606	790	2242	4	45	CAD carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase
9606	793	236	2	11	CALB1 calbindin 1
9606	794	192	2	13	CALB2 calbindin 2
9606	796	128	5	9	CALCA calcitonin related polypeptide alpha
9606	131870	159	3	7	NUDT16 nudix hydrolase 16
9606	197407	618	5	7	ZNF48 zinc finger protein 48
9606	800	797	31	22	CALD1 caldesmon 1
9606	801	113	3	10	CALM1 calmodulin 1
9606	805	113	4	13	CALM2 calmodulin 2
9606	808	113	7	15	CALM3 calmodulin 3
9606	813	323	5	11	CALU calumenin
9606	814	473	6	21	CAMK4 calcium/calmodulin dependent protein kinase IV
9606	815	478	5	23	CAMK2A calcium/calmodulin dependent protein kinase II alpha
9606	816	580	35	39	CAMK2B calcium/calmodulin dependent protein kinase II beta
9606	819	274	2	4	CAMLG calcium modulating ligand
9606	821	592	13	31	CANX calnexin
9606	822	353	16	20	CAPG capping actin protein, gelsolin like
9606	824	622	3	23	CAPN2 calpain 2
9606	825	815	6	29	CAPN3 calpain 3
9606	826	268	7	19	CAPNS1 calpain small subunit 1
9606	828	162	2	6	CAPS calcyphosine
9606	829	318	3	13	CAPZA1 capping actin protein of muscle Z-line subunit alpha 1
9606	831	695	22	39	CAST calpastatin
9606	832	272	12	22	CAPZB capping actin protein of muscle Z-line subunit beta
9606	833	748	12	36	CARS1 cysteinyl-tRNA synthetase 1
9606	834	427	12	20	CASP1 caspase 1
9606	835	108	3	23	CASP2 caspase 2
9606	836	156	13	16	CASP3 caspase 3
9606	837	321	3	14	CASP4 caspase 4
9606	838	292	4	13	CASP5 caspase 5
9606	839	166	4	9	CASP6 caspase 6
9606	840	311	11	23	CASP7 caspase 7
9606	841	496	45	40	CASP8 caspase 8
9606	842	333	6	15	CASP9 caspase 9
9606	843	521	9	18	CASP10 caspase 10
9606	164684	341	8	16	WBP2NL WBP2 N-terminal like
9606	846	1078	6	13	CASR calcium sensing receptor
9606	284131	354	32	32	ENDOV endonuclease V
9606	857	147	4	8	CAV1 caveolin 1
9606	858	149	4	6	CAV2 caveolin 2
9606	860	499	4	10	RUNX2 RUNX family transcription factor 2
9606	862	604	26	39	RUNX1T1 RUNX1 partner transcriptional co-repressor 1
9606	863	628	5	16	CBFA2T3 CBFA2/RUNX1 partner transcriptional co-repressor 3
9606	864	429	6	12	RUNX3 RUNX family transcription factor 3
9606	865	182	6	8	CBFB core-binding factor subunit beta
9606	866	462	2	7	SERPINA6 serpin family A member 6
9606	868	982	35	49	CBLB Cbl proto-oncogene B
9606	873	173	2	4	CBR1 carbonyl reductase 1
9606	164714	775	8	25	TTLL8 tubulin tyrosine ligase like 8
9606	875	551	26	35	CBS cystathionine beta-synthase
9606	883	422	29	38	KYAT1 kynurenine aminotransferase 1
