org	Gene	PILength	Isoforms	exonsCount	geneName
7955	110437872	781	9	24	LOC110437872 gastrula zinc finger protein XlCGF57.1-like
7955	110439267	142	3	11	LOC110439267 E3 ubiquitin-protein ligase RBBP6-like
7955	110439268	109	3	9	LOC110439268 E3 ubiquitin-protein ligase RBBP6-like
7955	110439458	373	4	15	LOC110439458 gastrula zinc finger protein XlCGF8.2DB-like
7955	110439491	433	3	5	LOC110439491 gastrula zinc finger protein XlCGF57.1-like
7955	110439798	170	4	9	LOC110439798 transcription factor Adf-1-like
7955	103909414	200	5	17	LOC103909414 serine protease HTRA2, mitochondrial-like
7955	751595	784	3	6	zgc:152652 zgc:152652
7955	751669	546	5	11	ugt5c2 UDP glucuronosyltransferase 5 family, polypeptide C2
7955	103909509	371	4	9	LOC103909509 zinc finger protein 239-like
7955	103910319	316	2	4	LOC103910319 G-protein coupled receptor 183-like
7955	103910745	512	2	5	znf1034 zinc finger protein 1034
7955	103910825	433	3	6	LOC103910825 gastrula zinc finger protein XlCGF57.1-like
7955	497165	299	6	18	nek6 NIMA-related kinase 6
7955	368481	640	8	51	stat1b signal transducer and activator of transcription 1b
7955	503713	372	4	12	ppm1kb protein phosphatase, Mg2+/Mn2+ dependent 1Kb
7955	767728	534	6	22	btr16 bloodthirsty-related gene family, member 16
7955	100126123	643	2	4	hsp70.1 heat shock cognate 70-kd protein, tandem duplicate 1
7955	100000814	863	4	16	palmdb palmdelphin b
7955	100001846	175	3	5	LOC100001846 uncharacterized LOC100001846
7955	100002647	259	3	13	pimr214 Pim proto-oncogene, serine/threonine kinase, related 214
7955	100002917	829	3	49	abcc6b.2 ATP-binding cassette, sub-family C (CFTR/MRP), member 6b, tandem duplicate 2
7955	100334824	360	5	12	icam3 intercellular adhesion molecule 3
7955	100005207	124	8	23	zgc:174358 zgc:174358
7955	101886291	219	8	38	LOC101886291 uncharacterized LOC101886291
7955	100006662	430	6	18	si:dkey-1b17.5 si:dkey-1b17.5
7955	100006972	1449	3	69	a2ml alpha-2-macroglobulin-like
7955	393135	320	5	25	ppt2a.2 palmitoyl-protein thioesterase 2a, tandem duplicate 2
7955	100007523	292	3	15	ifi44a8 interferon induced protein 44a8
7955	393098	372	3	8	ctu1 cytosolic thiouridylase subunit 1 homolog (S. pombe)
7955	100007836	359	9	24	si:dkey-253d23.3 si:dkey-253d23.3
