org	Gene	PILength	Isoforms	exonsCount	geneName
10090	72899	476	19	29	Macrod2 mono-ADP ribosylhydrolase 2
10090	72972	1038	15	28	Ccser2 coiled-coil serine rich 2
10090	667552	926	2	3	Gm8700 predicted gene 8700
10090	73332	711	12	41	Ccdc30 coiled-coil domain containing 30
10090	73338	547	4	8	Itpripl1 inositol 1,4,5-triphosphate receptor interacting protein-like 1
10090	73463	1577	9	35	C2cd6 C2 calcium dependent domain containing 6
10090	74100	809	85	75	Arpp21 cyclic AMP-regulated phosphoprotein, 21
10090	74430	549	6	29	Cfap20dc CFAP20 domain containing
10090	74486	433	10	22	Osbpl10 oxysterol binding protein-like 10
10090	74868	261	4	13	Tmem65 transmembrane protein 65
10090	75015	83	8	15	Samd13 sterile alpha motif domain containing 13
10090	75029	333	9	16	Purg purine-rich element binding protein G
10090	75079	536	8	20	Zbtb49 zinc finger and BTB domain containing 49
10090	75099	94	8	15	Lysmd4 LysM, putative peptidoglycan-binding, domain containing 4
10090	75202	177	10	22	Spaca6 sperm acrosome associated 6
10090	75538	175	21	30	Garin5a golgi associated RAB2 interactor 5A
10090	75686	245	3	7	Nudt16 nudix hydrolase 16
10090	75739	576	16	38	Mpp7 membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7)
10090	75973	2179	10	68	Ccdc162 coiled-coil domain containing 162
10090	207181	414	12	38	Rbms3 RNA binding motif, single stranded interacting protein
10090	76142	145	7	11	Ppp1r14c protein phosphatase 1, regulatory inhibitor subunit 14C
10090	76500	356	11	17	Ip6k2 inositol hexaphosphate kinase 2
10090	76626	354	25	36	Msi2 musashi RNA-binding protein 2
10090	207921	311	19	35	Fam228b family with sequence similarity 228, member B
10090	208146	1404	12	45	Yeats2 YEATS domain containing 2
10090	77318	408	12	36	Ankrd55 ankyrin repeat domain 55
10090	77613	863	18	40	Prss36 protease, serine 36
10090	78016	1089	17	49	Ccdc150 coiled-coil domain containing 150
10090	209268	1336	13	33	Igsf1 immunoglobulin superfamily, member 1
10090	118567399	250	6	15	LOC118567399 uncharacterized LOC118567399
10090	78933	252	11	32	Agbl4 ATP/GTP binding protein-like 4
10090	210027	471	8	22	Slc35f3 solute carrier family 35, member F3
10090	118568593	437	4	8	Gm54180 predicted gene, 54180
10090	118568705	641	3	6	Gm54268 predicted gene, 54268
10090	210789	1244	15	35	Tbc1d4 TBC1 domain family, member 4
10090	211323	824	37	44	Nrg1 neuregulin 1
10090	211535	825	16	41	Odad1 outer dynein arm docking complex subunit 1
10090	80707	210	12	25	Wwox WW domain-containing oxidoreductase
10090	81910	859	7	31	Rrbp1 ribosome binding protein 1
10090	214048	332	12	46	Larp1b La ribonucleoprotein 1B
10090	216161	1348	17	60	Sbno2 strawberry notch 2
10090	216792	216	5	9	Iba57 IBA57 homolog, iron-sulfur cluster assembly
10090	219140	1244	16	27	Spata13 spermatogenesis associated 13
10090	14683	253	18	46	Gnas GNAS (guanine nucleotide binding protein, alpha stimulating) complex locus
10090	233147	549	11	29	Zfp939 zinc finger protein 939
10090	353282	975	15	38	Sfmbt2 Scm-like with four mbt domains 2
10090	80877	2871	11	67	Lrba LPS-responsive beige-like anchor
10090	100503949	517	8	21	Zfp965 zinc finger protein 965
10090	223648	211	2	3	Ccdc166 coiled-coil domain containing 166
10090	223838	517	6	51	Adamts20 a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 20
10090	94089	303	12	27	Trim7 tripartite motif-containing 7
10090	94091	315	6	14	Trim11 tripartite motif-containing 11
10090	225192	141	3	7	Hrh4 histamine receptor H4
10090	94212	429	8	16	Pag1 phosphoprotein associated with glycosphingolipid microdomains 1
10090	226025	1734	54	74	Trpm3 transient receptor potential cation channel, subfamily M, member 3
10090	228432	608	9	47	Ano3 anoctamin 3
10090	229571	370	2	4	Tdpoz8 TD and POZ domain containing 8
10090	230752	226	6	13	Eva1b eva-1 homolog B (C. elegans)
10090	231125	858	10	29	Zfyve28 zinc finger, FYVE domain containing 28
10090	100072	1455	42	61	Camta1 calmodulin binding transcription activator 1
10090	624866	690	5	22	Lekr1 leucine, glutamate and lysine rich 1
10090	231991	508	7	24	Creb5 cAMP responsive element binding protein 5
10090	101490	240	6	36	Inpp5f inositol polyphosphate-5-phosphatase F
10090	233058	578	9	12	Zfp420 zinc finger protein 420
10090	233979	722	13	57	Tpcn2 two pore segment channel 2
10090	102991	589	2	3	Ezhip EZH inhibitory protein
10090	103220	409	21	41	Ttc41 tetratricopeptide repeat domain 41
10090	234353	518	28	50	Psd3 pleckstrin and Sec7 domain containing 3
10090	627626	901	10	20	Ptchd4 patched domain containing 4
10090	235283	779	48	56	Gramd1b GRAM domain containing 1B
10090	628779	247	4	7	Hs3st4 heparan sulfate (glucosamine) 3-O-sulfotransferase 4
10090	236904	604	13	16	Klhl15 kelch-like 15
10090	208665	325	8	21	Akr1d1 aldo-keto reductase family 1, member D1
10090	238037	710	8	13	Wdcp WD repeat and coiled coil containing
10090	631584	914	8	35	Catspere1 cation channel sperm associated auxiliary subunit epsilon 1
10090	238386	1130	4	20	Btbd7 BTB (POZ) domain containing 7
10090	239719	1112	10	27	Mrtfb myocardin related transcription factor B
10090	108832	232	7	13	Tmem74b transmembrane protein 74B
10090	109264	604	6	22	Me3 malic enzyme 3, NADP(+)-dependent, mitochondrial
10090	240514	202	2	3	Ccdc85b coiled-coil domain containing 85B
10090	240832	502	17	21	Tor1aip2 torsin A interacting protein 2
10090	109934	813	8	34	Abr active BCR-related gene
10090	110094	1240	8	50	Phka2 phosphorylase kinase alpha 2
10090	110253	1968	14	37	Triobp TRIO and F-actin binding protein
10090	110593	225	16	38	Prdm2 PR domain containing 2, with ZNF domain
10090	242109	569	9	15	Zfp697 zinc finger protein 697
10090	111241	107	2	3	Hmga1b high mobility group AT-hook 1B
10090	244144	1072	7	25	Usp35 ubiquitin specific peptidase 35
10090	637515	1174	7	24	Nlrp1b NLR family, pyrin domain containing 1B
10090	434008	167	3	8	Tmem178b transmembrane protein 178B
10090	114565	894	19	30	Zbtb21 zinc finger and BTB domain containing 21
10090	118452	54	4	7	Baalc brain and acute leukemia, cytoplasmic
10090	380753	965	24	43	Atxn7l1 ataxin 7-like 1
10090	545156	2993	48	90	Kalrn kalirin, RhoGEF kinase
10090	381337	523	16	40	Fam178b family with sequence similarity 178, member B
10090	381668	593	3	23	Fbrsl1 fibrosin-like 1
10090	384198	263	19	22	Fam47e family with sequence similarity 47, member E
10090	105242430	64	15	24	Gm38699 predicted gene, 38699
10090	105244938	244	2	4	Gm40460 predicted gene, 40460
10090	101055754	251	6	18	Gm2974 predicted gene 2974
