org	Gene	PILength	Isoforms	exonsCount	geneName
9606	6342	463	15	31	SCP2 sterol carrier protein 2
9606	55679	336	19	36	LIMS2 LIM zinc finger domain containing 2
9606	6419	684	10	14	SETMAR SET domain and mariner transposase fusion gene
9606	6430	272	12	15	SRSF5 serine and arginine rich splicing factor 5
9606	149699	103	3	5	GTSF1L gametocyte specific factor 1 like
9606	6487	434	50	48	ST3GAL3 ST3 beta-galactoside alpha-2,3-sialyltransferase 3
9606	6512	472	6	20	SLC1A7 solute carrier family 1 member 7
9606	6518	501	16	33	SLC2A5 solute carrier family 2 member 5
9606	6540	510	7	27	SLC6A13 solute carrier family 6 member 13
9606	6547	920	14	17	SLC8A3 solute carrier family 8 member A3
9606	6569	546	6	19	SLC34A1 solute carrier family 34 member 1
9606	6622	140	15	13	SNCA synuclein alpha
9606	6660	751	43	41	SOX5 SRY-box transcription factor 5
9606	6687	561	9	31	SPG7 SPG7 matrix AAA peptidase subunit, paraplegin
9606	6744	1256	13	33	ITPRID2 ITPR interacting domain containing 2
9606	137994	491	18	29	LETM2 leucine zipper and EF-hand containing transmembrane protein 2
9606	7072	338	31	50	TIA1 TIA1 cytotoxic granule associated RNA binding protein
9606	7226	1533	9	43	TRPM2 transient receptor potential cation channel subfamily M member 2
9606	100506127	234	6	8	GVQW3 GVQW motif containing 3
9606	7335	103	17	23	UBE2V1 ubiquitin conjugating enzyme E2 V1
9606	7439	664	10	28	BEST1 bestrophin 1
9606	7468	1365	17	33	NSD2 nuclear receptor binding SET domain protein 2
9606	7551	131	29	22	ZNF3 zinc finger protein 3
9606	7587	108	28	20	ZNF37A zinc finger protein 37A
9606	55885	145	14	22	LMO3 LIM domain only 3
9606	7639	608	13	21	ZNF85 zinc finger protein 85
9606	7697	262	22	29	ZNF138 zinc finger protein 138
9606	7750	1499	37	56	ZMYM2 zinc finger MYM-type containing 2
9606	401089	152	5	10	FOXL2NB FOXL2 neighbor
9606	401115	151	5	12	C4orf48 chromosome 4 open reading frame 48
9606	7957	281	16	23	EPM2A EPM2A glucan phosphatase, laforin
9606	8120	1050	5	29	AP3B2 adaptor related protein complex 3 subunit beta 2
9606	285343	496	7	19	TCAIM T cell activation inhibitor, mitochondrial
9606	8273	477	11	13	SLC10A3 solute carrier family 10 member 3
9606	100507747	212	8	22	C13orf46 chromosome 13 open reading frame 46
9606	8566	239	13	28	PDXK pyridoxal kinase
9606	8629	535	10	11	JRK Jrk helix-turn-helix protein
9606	8639	794	8	12	AOC3 amine oxidase copper containing 3
9606	83856	362	17	30	FSD1L fibronectin type III and SPRY domain containing 1 like
9606	8737	671	15	29	RIPK1 receptor interacting serine/threonine kinase 1
9606	8764	283	13	24	TNFRSF14 TNF receptor superfamily member 14
9606	8848	1073	12	17	TSC22D1 TSC22 domain family member 1
9606	8997	2357	48	77	KALRN kalirin RhoGEF kinase
9606	9066	409	19	22	SYT7 synaptotagmin 7
9606	9135	800	9	26	RABEP1 rabaptin, RAB GTPase binding effector protein 1
9606	9215	648	24	32	LARGE1 LARGE xylosyl- and glucuronyltransferase 1
9606	9235	188	19	18	IL32 interleukin 32
9606	399664	651	3	6	MEX3D mex-3 RNA binding family member D
9606	9337	186	28	28	CNOT8 CCR4-NOT transcription complex subunit 8
9606	9378	1437	25	35	NRXN1 neurexin 1
9606	9400	1012	17	40	RECQL5 RecQ like helicase 5
9606	9465	355	21	35	AKAP7 A-kinase anchoring protein 7
9606	9528	192	7	14	TMEM59 transmembrane protein 59
9606	9542	784	10	20	NRG2 neuregulin 2
9606	9659	2460	77	74	PDE4DIP phosphodiesterase 4D interacting protein
9606	9681	1594	35	71	DEPDC5 DEP domain containing 5, GATOR1 subcomplex subunit
9606	9687	1948	29	51	GREB1 growth regulating estrogen receptor binding 1
9606	9705	1047	67	56	ST18 ST18 C2H2C-type zinc finger transcription factor
9606	9727	756	12	26	RAB11FIP3 RAB11 family interacting protein 3
9606	9742	1380	26	51	IFT140 intraflagellar transport 140
9606	9812	515	7	20	DELE1 DAP3 binding cell death enhancer 1
9606	140894	635	18	31	CNBD2 cyclic nucleotide binding domain containing 2
9606	9837	157	5	12	GINS1 GINS complex subunit 1
9606	9844	727	16	37	ELMO1 engulfment and cell motility 1
9606	9869	1292	20	36	SETDB1 SET domain bifurcated histone lysine methyltransferase 1
9606	9910	1051	28	55	RABGAP1L RAB GTPase activating protein 1 like
9606	9942	585	16	42	XYLB xylulokinase
9606	9955	207	4	6	HS3ST3A1 heparan sulfate-glucosamine 3-sulfotransferase 3A1
9606	9984	664	5	29	THOC1 THO complex subunit 1
9606	9985	639	8	27	REC8 REC8 meiotic recombination protein
9606	10000	465	13	35	AKT3 AKT serine/threonine kinase 3
9606	10018	172	31	32	BCL2L11 BCL2 like 11
9606	10024	868	10	28	TROAP trophinin associated protein
9606	10050	497	17	28	SLC17A4 solute carrier family 17 member 4
9606	23199	1019	31	41	GSE1 Gse1 coiled-coil protein
9606	10123	192	2	3	ARL4C ADP ribosylation factor like GTPase 4C
9606	10138	138	11	16	YAF2 YY1 associated factor 2
9606	10160	1045	13	37	FARP1 FERM, ARH/RhoGEF and pleckstrin domain protein 1
9606	10161	127	11	19	LPAR6 lysophosphatidic acid receptor 6
9606	10178	2765	17	50	TENM1 teneurin transmembrane protein 1
9606	10201	258	26	19	NME6 NME/NM23 nucleoside diphosphate kinase 6
9606	10207	1937	23	59	PATJ PATJ crumbs cell polarity complex component
9606	10320	563	62	28	IKZF1 IKAROS family zinc finger 1
9606	10326	181	6	13	SIRPB1 signal regulatory protein beta 1
9606	171023	1540	15	27	ASXL1 ASXL transcriptional regulator 1
9606	171024	1230	7	12	SYNPO2 synaptopodin 2
9606	10395	1017	10	35	DLC1 DLC1 Rho GTPase activating protein
9606	10407	82	7	9	SPAG11B sperm associated antigen 11B
9606	10425	493	36	39	ARIH2 ariadne RBR E3 ubiquitin protein ligase 2
9606	10443	737	43	39	N4BP2L2 NEDD4 binding protein 2 like 2
9606	10451	823	13	43	VAV3 vav guanine nucleotide exchange factor 3
9606	10558	473	9	32	SPTLC1 serine palmitoyltransferase long chain base subunit 1
9606	10606	898	10	28	PAICS phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase
9606	285141	245	12	24	ERICH2 glutamate rich 2
9606	1788	912	21	51	DNMT3A DNA methyltransferase 3 alpha
9606	10742	530	9	8	RAI2 retinoic acid induced 2
9606	27443	1300	13	31	CECR2 CECR2 histone acetyl-lysine reader
9606	10825	485	16	19	NEU3 neuraminidase 3
9606	10891	801	22	34	PPARGC1A PPARG coactivator 1 alpha
9606	10973	2207	7	51	ASCC3 activating signal cointegrator 1 complex subunit 3
9606	11060	870	16	40	WWP2 WW domain containing E3 ubiquitin protein ligase 2
9606	11064	2359	43	59	CNTRL centriolin
9606	11159	239	58	39	RABL2A RAB, member of RAS oncogene family like 2A
9606	11188	998	5	25	NISCH nischarin
9606	11221	221	4	8	DUSP10 dual specificity phosphatase 10
9606	11259	249	11	17	FILIP1L filamin A interacting protein 1 like
9606	11262	807	38	43	SP140 SP140 nuclear body protein
9606	64753	1181	26	35	CCDC136 coiled-coil domain containing 136
9606	23293	1388	18	41	SMG6 SMG6 nonsense mediated mRNA decay factor
9606	339229	92	4	6	OXLD1 oxidoreductase like domain containing 1
9606	339487	110	29	28	ZBTB8OS zinc finger and BTB domain containing 8 opposite strand
9606	256815	441	13	33	C10orf67 chromosome 10 open reading frame 67
9606	143162	1284	8	41	FRMPD2 FERM and PDZ domain containing 2
9606	100101467	307	8	13	ZSCAN30 zinc finger and SCAN domain containing 30
9606	124902738	661	2	3	LOC124902738 endogenous retrovirus group K member 25 Env polyprotein
9606	90427	129	24	17	BMF Bcl2 modifying factor
9606	400757	471	10	17	C1orf141 chromosome 1 open reading frame 141
9606	154214	567	17	28	RNF217 ring finger protein 217
9606	285203	527	21	36	EOGT EGF domain specific O-linked N-acetylglucosamine transferase
9606	340252	130	8	16	ZNF680 zinc finger protein 680
9606	113455421	524	7	7	DERPC DERPC proline and glycine rich nuclear protein
9606	196051	269	14	27	PLPP4 phospholipid phosphatase 4
9606	55734	589	13	18	ZFP64 ZFP64 zinc finger protein
9606	144453	398	17	25	BEST3 bestrophin 3
9606	7700	474	8	13	ZNF141 zinc finger protein 141
9606	79019	236	8	16	CENPM centromere protein M
9606	79025	318	8	11	FNDC11 fibronectin type III domain containing 11
9606	79027	526	16	14	ZNF655 zinc finger protein 655
9606	79047	198	19	27	KCTD15 potassium channel tetramerization domain containing 15
9606	79054	1115	29	52	TRPM8 transient receptor potential cation channel subfamily M member 8
9606	56899	1184	74	59	ANKS1B ankyrin repeat and sterile alpha motif domain containing 1B
9606	374407	350	16	25	DNAJB13 DnaJ heat shock protein family (Hsp40) member B13
9606	374470	122	32	56	C12orf42 chromosome 12 open reading frame 42
9606	79582	600	23	43	SPAG16 sperm associated antigen 16
9606	79608	187	14	25	RIC3 RIC3 acetylcholine receptor chaperone
9606	79642	480	10	12	ARSJ arylsulfatase family member J
9606	79712	255	55	65	GTDC1 glycosyltransferase like domain containing 1
9606	79717	105	8	13	PPCS phosphopantothenoylcysteine synthetase
9606	79720	344	6	11	VPS37B VPS37B subunit of ESCRT-I
9606	341880	472	14	33	SLC35F4 solute carrier family 35 member F4
9606	79741	1385	48	89	CCDC7 coiled-coil domain containing 7
9606	79750	496	20	32	ZNF385D zinc finger protein 385D
9606	79758	176	37	37	DHRS12 dehydrogenase/reductase 12
9606	79813	1260	36	50	EHMT1 euchromatic histone lysine methyltransferase 1
9606	79823	261	8	22	CAMKMT calmodulin-lysine N-methyltransferase
9606	79825	598	7	16	EFCC1 EF-hand and coiled-coil domain containing 1
9606	79834	1366	36	30	PEAK1 pseudopodium enriched atypical kinase 1
9606	112609	205	9	19	MRAP2 melanocortin 2 receptor accessory protein 2
9606	79844	510	28	46	ZDHHC11 zinc finger DHHC-type containing 11
9606	79868	1057	45	65	ALG13 ALG13 UDP-N-acetylglucosaminyltransferase subunit
9606	79882	702	29	29	ZC3H14 zinc finger CCCH-type containing 14
9606	440348	443	9	20	NPIPB15 nuclear pore complex interacting protein family member B15
9606	79902	611	9	33	NUP85 nucleoporin 85
9606	79918	273	8	21	SETD6 SET domain containing 6, protein lysine methyltransferase
9606	79982	312	6	18	DNAJB14 DnaJ heat shock protein family (Hsp40) member B14
9606	79993	281	9	22	ELOVL7 ELOVL fatty acid elongase 7
9606	80003	2054	8	46	PCNX2 pecanex 2
9606	341019	1686	23	68	DCDC1 doublecortin domain containing 1
9606	342184	869	17	36	FMN1 formin 1
9606	80063	682	12	28	ATF7IP2 activating transcription factor 7 interacting protein 2
9606	80097	135	6	10	MZT2B mitotic spindle organizing protein 2B
9606	80125	889	18	40	CCDC33 coiled-coil domain containing 33
9606	80321	445	25	41	CEP70 centrosomal protein 70
9606	80351	1187	6	32	TNKS2 tankyrase 2
9606	375449	2695	30	57	MAST4 microtubule associated serine/threonine kinase family member 4
9606	441024	295	20	31	MTHFD2L methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like
9606	84435	328	4	13	ADGRA1 adhesion G protein-coupled receptor A1
9606	78995	597	33	21	HROB homologous recombination factor with OB-fold
9606	474170	547	18	42	LRRC37A2 leucine rich repeat containing 37 member A2
9606	474343	157	12	13	SPIN2B spindlin family member 2B
9606	146712	292	9	26	B3GNTL1 UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase like 1
9606	2677	699	7	20	GGCX gamma-glutamyl carboxylase
9606	81669	298	11	28	CCNL2 cyclin L2
9606	81786	303	7	16	TRIM7 tripartite motif containing 7
9606	81792	1509	8	34	ADAMTS12 ADAM metallopeptidase with thrombospondin type 1 motif 12
9606	81832	533	13	28	NETO1 neuropilin and tolloid like 1
9606	81926	310	6	9	ABHD17A abhydrolase domain containing 17A, depalmitoylase
9606	114792	210	23	34	KLHL32 kelch like family member 32
9606	114795	557	12	26	TMEM132B transmembrane protein 132B
9606	147923	688	22	20	ZNF420 zinc finger protein 420
9606	115273	106	4	7	RAB42 RAB42, member RAS oncogene family
9606	107987545	1488	10	27	LOC107987545 olfactory receptor 2A7
9606	49854	1066	20	12	ZBTB21 zinc finger and BTB domain containing 21
9606	49855	1373	29	65	SCAPER S-phase cyclin A associated protein in the ER
9606	80224	173	13	29	NUBPL NUBP iron-sulfur cluster assembly factor, mitochondrial
9606	401541	176	8	19	CENPP centromere protein P
9606	115703	1298	18	37	ARHGAP33 Rho GTPase activating protein 33
9606	345193	197	3	6	LRIT3 leucine rich repeat, Ig-like and transmembrane domains 3
9606	115992	156	10	22	RNF166 ring finger protein 166
9606	63027	710	19	31	SLC22A23 solute carrier family 22 member 23
9606	83445	339	21	19	GSG1 germ cell associated 1
9606	83539	74	6	13	CHST9 carbohydrate sulfotransferase 9
9606	83636	77	11	20	C19orf12 chromosome 19 open reading frame 12
9606	83699	107	5	13	SH3BGRL2 SH3 domain binding glutamate rich protein like 2
9606	83715	823	13	30	ESPN espin
9606	51016	134	8	14	EMC9 ER membrane protein complex subunit 9
9606	55521	639	11	23	TRIM36 tripartite motif containing 36
9606	51082	122	6	8	POLR1D RNA polymerase I and III subunit D
9606	83943	104	28	22	IMMP2L inner mitochondrial membrane peptidase subunit 2
9606	51207	198	13	26	DUSP13 dual specificity phosphatase 13
9606	84068	327	14	28	SLC10A7 solute carrier family 10 member 7
9606	51390	228	24	31	AIG1 androgen induced 1
9606	84163	878	16	25	GTF2IRD2 GTF2I repeat domain containing 2
9606	84256	716	27	31	FLYWCH1 FLYWCH-type zinc finger 1
9606	84310	225	13	18	C7orf50 chromosome 7 open reading frame 50
9606	51586	762	18	36	MED15 mediator complex subunit 15
9606	117177	387	13	33	RAB3IP RAB3A interacting protein
9606	51754	950	25	40	TMEM8B transmembrane protein 8B
9606	84529	183	18	35	CDIN1 CDAN1 interacting nuclease 1
9606	84628	636	24	29	NTNG2 netrin G2
9606	84630	1409	8	22	TTBK1 tau tubulin kinase 1
9606	84940	430	17	25	CORO6 coronin 6
9606	84962	121	3	12	AJUBA ajuba LIM protein
9606	3239	324	3	4	HOXD13 homeobox D13
9606	85007	368	22	37	PHYKPL 5-phosphohydroxy-L-lysine phospho-lyase
9606	445815	379	19	19	PALM2AKAP2 PALM2 and AKAP2 fusion
9606	199920	624	15	40	FYB2 FYN binding protein 2
9606	150771	555	6	8	ITPRIPL1 ITPRIP like 1
9606	85458	682	8	28	DIXDC1 DIX domain containing 1
9606	85464	1423	16	29	SSH2 slingshot protein phosphatase 2
9606	151050	1018	19	33	KANSL1L KAT8 regulatory NSL complex subunit 1 like
9606	642574	114	7	23	IQANK1 IQ motif and ankyrin repeat containing 1
9606	151254	1662	21	28	C2CD6 C2 calcium dependent domain containing 6
9606	8837	445	18	25	CFLAR CASP8 and FADD like apoptosis regulator
9606	642938	479	12	16	INSYN2A inhibitory synaptic factor 2A
9606	643008	77	7	14	SMIM5 small integral membrane protein 5
9606	79912	241	6	25	PYROXD1 pyridine nucleotide-disulphide oxidoreductase domain 1
9606	282974	369	20	38	STK32C serine/threonine kinase 32C
9606	55786	325	48	28	ZNF415 zinc finger protein 415
9606	134553	188	6	8	C5orf24 chromosome 5 open reading frame 24
9606	22985	1288	20	34	ACIN1 apoptotic chromatin condensation inducer 1
9606	152100	141	19	19	CMC1 C-X9-C motif containing 1
9606	152110	1143	31	55	NEK10 NIMA related kinase 10
9606	53838	449	5	9	C11orf24 chromosome 11 open reading frame 24
9606	348793	197	15	11	WDR53 WD repeat domain 53
9606	53904	1616	22	55	MYO3A myosin IIIA
9606	643836	318	18	21	ZFP62 ZFP62 zinc finger protein
9606	54014	2233	9	56	BRWD1 bromodomain and WD repeat domain containing 1
9606	283726	411	11	16	SAXO2 stabilizer of axonemal microtubules 2
9606	54414	488	4	17	SIAE sialic acid acetylesterase
9606	132014	627	16	50	IL17RE interleukin 17 receptor E
9606	54438	287	4	6	GFOD1 glucose-fructose oxidoreductase domain containing 1
9606	54456	1236	20	46	MOV10L1 Mov10 like RISC complex RNA helicase 1
9606	54462	850	19	35	CCSER2 coiled-coil serine rich protein 2
9606	54468	875	23	22	MIOS meiosis regulator for oocyte development
9606	54472	205	9	17	TOLLIP toll interacting protein
9606	54477	1262	71	60	PLEKHA5 pleckstrin homology domain containing A5
9606	54516	238	9	16	MTRF1L mitochondrial translation release factor 1 like
9606	284004	418	13	31	HEXD hexosaminidase D
9606	54739	250	14	27	XAF1 XIAP associated factor 1
9606	54790	2002	12	23	TET2 tet methylcytosine dioxygenase 2
9606	54872	617	29	50	PIGG phosphatidylinositol glycan anchor biosynthesis class G
9606	54875	1405	20	46	CNTLN centlein
9606	54993	614	9	13	ZSCAN2 zinc finger and SCAN domain containing 2
9606	55010	377	85	36	PARPBP PARP1 binding protein
9606	55018	142	6	10	ANKRD40CL ANKRD40 C-terminal like
9606	284443	734	8	14	ZNF493 zinc finger protein 493
9606	55088	651	5	21	CCDC186 coiled-coil domain containing 186
9606	55119	362	18	25	PRPF38B pre-mRNA processing factor 38B
9606	645027	301	8	23	EVPLL envoplakin like
9606	55230	1236	21	57	USP40 ubiquitin specific peptidase 40
9606	284656	617	6	28	EPHA10 EPH receptor A10
9606	55282	647	18	34	LRRC36 leucine rich repeat containing 36
9606	55294	707	17	27	FBXW7 F-box and WD repeat domain containing 7
9606	55323	307	3	8	LARP6 La ribonucleoprotein 6, translational regulator
9606	55337	255	6	17	SHFL shiftless antiviral inhibitor of ribosomal frameshifting
9606	153643	313	7	19	FAM81B family with sequence similarity 81 member B
9606	55343	351	5	7	SLC35C1 solute carrier family 35 member C1
9606	55345	1998	27	43	ZGRF1 zinc finger GRF-type containing 1
9606	55357	468	8	23	TBC1D2 TBC1 domain family member 2
9606	55556	756	26	40	ENOSF1 enolase superfamily member 1
9606	55607	1403	47	35	PPP1R9A protein phosphatase 1 regulatory subunit 9A
9606	55617	397	17	36	TASP1 taspase 1
9606	55727	781	8	18	BTBD7 BTB domain containing 7
9606	55732	853	20	53	C1orf112 chromosome 1 open reading frame 112
9606	22996	581	21	36	TTC39A tetratricopeptide repeat domain 39A
9606	23030	1130	16	39	KDM4B lysine demethylase 4B
9606	55825	157	4	14	PECR peroxisomal trans-2-enoyl-CoA reductase
9606	285220	1018	20	47	EPHA6 EPH receptor A6
9606	23081	835	17	48	KDM4C lysine demethylase 4C
9606	23092	722	38	62	ARHGAP26 Rho GTPase activating protein 26
9606	23096	1188	20	30	IQSEC2 IQ motif and Sec7 domain ArfGEF 2
9606	55869	260	19	24	HDAC8 histone deacetylase 8
9606	23161	877	14	45	SNX13 sorting nexin 13
9606	285313	1846	15	26	IGSF10 immunoglobulin superfamily member 10
9606	23185	738	19	37	LARP4B La ribonucleoprotein 4B
9606	121512	851	25	54	FGD4 FYVE, RhoGEF and PH domain containing 4
9606	23225	1004	7	47	NUP210 nucleoporin 210
9606	285386	295	24	34	TPRG1 tumor protein p63 regulated 1
9606	23243	991	32	52	ANKRD28 ankyrin repeat domain 28
9606	23254	979	22	42	KAZN kazrin, periplakin interacting protein
9606	23265	653	13	26	EXOC7 exocyst complex component 7
9606	23281	1399	14	32	MTUS2 microtubule associated scaffold protein 2
9606	23304	1782	12	64	UBR2 ubiquitin protein ligase E3 component n-recognin 2
9606	23321	748	36	38	TRIM2 tripartite motif containing 2
9606	23322	1235	28	44	RPGRIP1L RPGRIP1 like
9606	23451	1158	7	36	SF3B1 splicing factor 3b subunit 1
9606	124902313	706	35	70	LOC124902313 uncharacterized LOC124902313
9606	118611	699	15	29	C10orf90 chromosome 10 open reading frame 90
9606	23583	168	61	22	SMUG1 single-strand-selective monofunctional uracil-DNA glycosylase 1
9606	23637	1069	16	42	RABGAP1 RAB GTPase activating protein 1
9606	23786	509	24	31	BCL2L13 BCL2 like 13
9606	285966	919	10	19	TCAF2 TRPM8 channel associated factor 2
9606	124245	848	11	25	ZC3H18 zinc finger CCCH-type containing 18
9606	285989	330	16	24	ZNF789 zinc finger protein 789
9606	6252	193	5	14	RTN1 reticulon 1
9606	56853	493	115	32	CELF4 CUGBP Elav-like family member 4
9606	56890	434	16	29	MDM1 Mdm1 nuclear protein
9606	56911	155	17	33	MAP3K7CL MAP3K7 C-terminal like
9606	319089	1852	14	52	TTC6 tetratricopeptide repeat domain 6
9606	56964	725	14	35	WDR93 WD repeat domain 93
9606	7799	1718	14	25	PRDM2 PR/SET domain 2
9606	220869	272	19	40	ZNG1E Zn regulated GTPase metalloprotein activator 1E
9606	89882	132	4	6	TPD52L3 TPD52 like 3
9606	285600	1275	30	49	KIAA0825 KIAA0825
9606	64147	683	18	36	KIF9 kinesin family member 9
9606	9534	618	30	26	ZNF254 zinc finger protein 254
9606	221264	1437	22	58	AK9 adenylate kinase 9
9606	90203	158	9	15	SNX21 sorting nexin family member 21
9606	254050	471	12	25	LRRC43 leucine rich repeat containing 43
9606	57453	1977	9	50	DSCAML1 DS cell adhesion molecule like 1
9606	57476	833	43	46	GRAMD1B GRAM domain containing 1B
9606	57496	1099	38	36	MRTFB myocardin related transcription factor B
9606	57534	923	5	26	MIB1 MIB E3 ubiquitin protein ligase 1
9606	57605	1349	32	47	PITPNM2 phosphatidylinositol transfer protein membrane associated 2
9606	221458	797	12	32	KIF6 kinesin family member 6
9606	57697	2053	11	30	FANCM FA complementation group M
9606	57699	593	25	58	CPNE5 copine 5
9606	57708	511	30	41	MIER1 MIER1 transcriptional regulator
9606	57718	766	11	43	PPP4R4 protein phosphatase 4 regulatory subunit 4
9606	57730	1307	26	76	ANKRD36B ankyrin repeat domain 36B
9606	57731	2129	6	44	SPTBN4 spectrin beta, non-erythrocytic 4
