org	Gene	PILength	Isoforms	exonsCount	geneName
6239	171687	285	2	9	gsa-1 G protein, Subunit Alpha
6239	171689	144	2	7	ceh-45 Homeobox domain-containing protein
6239	171694	517	3	13	haf-6 HAlF transporter (PGP related)
6239	171697	484	4	12	nsun-2 SAM_MT_RSMB_NOP domain-containing protein;tRNA (cytosine(34)-C(5))-methyltransferase
6239	171699	192	2	6	Y48G8AL.13 TLC domain-containing protein
6239	171700	688	5	23	herc-1 HECT domain-containing protein
6239	171704	230	2	5	K12C11.1 AMP_N domain-containing protein;Peptidase_M24 domain-containing protein
6239	171707	271	2	7	Y92H12BR.3 Uncharacterized protein
6239	171712	542	3	21	spe-15 Myosin motor domain-containing protein;Myosin-VI_CBD domain-containing protein
6239	171715	512	3	19	dyb-1 Dystrobrevin-1;ZZ-type domain-containing protein
6239	171716	1375	2	15	Y92H12A.5 DUF2428 domain-containing protein
6239	171719	496	2	14	Y92H12A.2 E3 ubiquitin-protein ligase;HECT-type E3 ubiquitin transferase
6239	171722	533	4	11	src-1 Tyrosine protein-kinase src-1
6239	171725	146	2	7	Y73E7A.1 Uncharacterized protein
6239	171729	256	2	7	Y71G12B.18 Methyltransf_21 domain-containing protein
6239	171731	196	2	8	Y71G12B.23 Uncharacterized protein
6239	171734	96	2	5	ubc-3 UBC core domain-containing protein;UBIQUITIN_CONJUGAT_2 domain-containing protein
6239	171735	273	3	7	atg-5 Autophagy-related protein 5
6239	171737	162	2	7	mppa-1 Mitochondrial-processing peptidase subunit alpha
6239	171740	263	2	5	Y71G12B.25 MFS domain-containing protein
6239	171742	80	2	6	Y71G12B.26 Uncharacterized protein
6239	171744	80	2	6	rml-5 NAD(P)-bd_dom domain-containing protein
6239	171747	487	2	7	chaf-2 WD_REPEATS_REGION domain-containing protein
6239	171751	303	3	12	egl-30 Uncharacterized protein
6239	171755	244	2	7	tag-96 GHMP_kinases_C domain-containing protein
6239	171756	269	3	8	scm-1 Secretory carrier-associated membrane protein
6239	171758	329	2	8	tub-2 Tub domain-containing protein
6239	171765	367	4	22	arl-13 ADP-ribosylation factor-like protein 13B
6239	171767	88	2	5	Y37E3.8 60S ribosomal protein L27a
6239	176084	979	8	21	ncl-1 B-box type zinc finger protein ncl-1
6239	171770	377	9	20	pcyt-2.1 CTP:phosphoethanolamine cytidylyltransferase;CTP_transf_like domain-containing protein
6239	171771	353	2	10	iglr-3 Ig-like domain-containing protein
6239	171774	655	2	13	npp-13 Nuclear pore protein
6239	171775	833	4	16	Y37E3.17 Uncharacterized protein
6239	171776	1562	15	36	afd-1 PDZ domain-containing protein
6239	171778	134	2	6	ule-1 Chitin-binding type-2 domain-containing protein
6239	171781	504	3	16	slc-17.6 MFS domain-containing protein
6239	171782	2109	2	35	abt-2 ABC Transporter family
6239	171783	55	2	3	Y39G10AL.1 Uncharacterized protein
6239	171786	482	2	7	tpxl-1 uncharacterized protein
6239	171788	571	2	7	icp-1 INCENP_ARK-bind domain-containing protein
6239	171789	401	2	7	Y39G10AR.9 WD_REPEATS_REGION domain-containing protein
6239	171790	376	3	9	nsun-4 5-methylcytosine rRNA methyltransferase nsun-4
6239	171793	74	2	8	mcm-4 DNA replication licensing factor mcm-4
6239	171797	586	3	18	dot-1.1 Histone-lysine N-methyltransferase, H3 lysine-79 specific
6239	171798	628	4	14	zwl-1 Protein zwilch homolog
6239	171799	183	3	7	F23C8.13 PDZ domain-containing protein
6239	171800	59	2	4	F23C8.5 ETF domain-containing protein;Electron transfer flavoprotein subunit beta
6239	171805	438	2	8	inx-19 Innexin-19
6239	171809	73	2	6	eif-3.I Eukaryotic translation initiation factor 3 subunit I;WD_REPEATS_REGION domain-containing protein
6239	171810	317	3	8	ddx-10 DUF4217 domain-containing protein;RNA helicase
6239	171818	784	3	22	ctn-1 alpha-CaTuliN (catenin/vinculin related)
6239	171820	172	2	5	Y23H5A.2 Uncharacterized protein
6239	171821	753	2	9	cars-1 Cysteinyl-tRNA synthetase
6239	171827	431	9	21	F32B5.6 Uncharacterized protein
6239	171828	720	2	13	F32B5.7 Uncharacterized protein
6239	171829	170	2	7	cpz-1 Cathepsin Z-1
6239	171832	556	3	14	lin-17 Frizzled-4
6239	171833	121	2	5	dnj-30 J domain-containing protein
6239	171836	42	2	4	Y71F9B.2 Phosphatidate cytidylyltransferase, mitochondrial
6239	171837	241	2	7	lron-11 eLRR (extracellular Leucine-Rich Repeat) ONly
6239	171839	312	2	7	Y71F9B.9 Uncharacterized protein
6239	171840	1481	7	25	sop-3 Mediator of RNA polymerase II transcription subunit 1.1
6239	171841	95	2	6	Y71F9B.13 Uncharacterized protein
6239	171844	306	2	7	W03D8.2 Serine/threonine-protein phosphatase
6239	171846	1620	5	37	itx-1 InTestinal NeureXin-like
6239	171852	168	5	11	Y71F9AL.10 RING-type domain-containing protein
6239	171853	155	2	5	rpl-1 60S ribosomal protein L10a;Ribosomal protein
6239	171866	131	2	7	nxt-1 NTF2 domain-containing protein;NTF2-related export protein
6239	171867	477	2	17	cogc-3 Component of oligomeric Golgi complex 3
6239	171881	906	2	16	pign-1 GPI ethanolamine phosphate transferase 1
6239	171884	369	3	12	nhr-64 Nuclear hormone receptor family member nhr-64
6239	171888	641	3	12	vbh-1 RNA helicase
6239	171894	310	2	11	syp-5 Uncharacterized protein
6239	171895	350	4	17	fog-1 RRM domain-containing protein
6239	171900	295	3	9	zip-4 Transcription factor zip-4
6239	171907	841	4	19	edc-4 FHA domain-containing protein
6239	171909	172	2	10	W05F2.6 Uncharacterized protein
6239	171911	140	2	10	cdk-2 Cyclin-dependent kinase 2;Protein kinase domain-containing protein
6239	171918	401	2	9	Y47G6A.7 TPT domain-containing protein
6239	171921	506	4	17	Y47G6A.19 Peptidase_M14 domain-containing protein;ShKT domain-containing protein
6239	171922	339	3	14	rnp-6 Poly(U)-binding-splicing factor rnp-6
6239	171927	136	2	8	mis-12 uncharacterized protein
6239	171932	125	2	8	jmjc-1 Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66
6239	171942	696	2	12	larp-5 HTH La-type RNA-binding domain-containing protein
6239	171945	313	2	14	C32E8.6 AMP-binding domain-containing protein
6239	171952	586	7	17	unc-11 Phosphatidylinositol-binding clathrin assembly protein unc-11
6239	171956	214	4	8	unc-108 Uncharacterized protein
6239	171961	342	2	8	T03F1.6 Uncharacterized protein
6239	171963	205	2	8	guk-1 Guanylate kinase
6239	171974	264	2	5	fkb-5 Peptidylprolyl isomerase
6239	13217784	179	2	10	T19C9.10 ATP-dependent DNA helicase
6239	171996	529	2	9	E01A2.2 Serrate RNA effector molecule homolog
6239	171998	276	2	8	E01A2.1 GCS light chain
6239	172006	266	2	7	inx-17 Innexin-17
6239	172013	697	3	25	ppw-1 PAZ/PIWI domain-containing;Piwi-like protein
6239	172020	298	2	10	C18E3.9 Uncharacterized protein
6239	176126	381	2	10	cit-1.2 Cyclin-T1.2
6239	172026	1590	2	17	met-1 Histone-lysine N-methyltransferase
6239	172027	183	2	9	mus-81 ERCC4 domain-containing protein
6239	172032	251	2	6	scpl-3 CTD small phosphatase-like protein 3;FCP1 homology domain-containing protein
6239	172033	394	2	9	Y47D9A.1 NTP_transferase domain-containing protein
6239	172051	1276	4	27	gcy-28 Receptor-type guanylate cyclase gcy-28
6239	172054	854	8	27	bet-1 Bromodomain-containing protein bet-1
6239	172058	1163	3	20	D1007.15 Uncharacterized protein
6239	172060	402	2	8	tmem-39 uncharacterized protein
6239	172075	380	2	8	B0041.5 Uncharacterized protein
6239	172076	746	7	24	ain-2 ALG-1 INteracting protein
6239	172078	379	4	13	unc-57 Endophilin-A homolog
6239	172085	528	2	9	ugt-26 UDP-glucuronosyltransferase
6239	172100	653	3	23	F57C9.4 Uncharacterized protein
6239	172101	311	3	12	pdxk-1 Putative pyridoxal kinase;Pyridoxine kinase
6239	172102	622	2	15	rga-6 Rho-GAP domain-containing protein
6239	172111	352	2	9	mfsd-13.1 Major Facilitator Superfamily Domain containing homolog
6239	172116	140	2	13	him-1 Structural maintenance of chromosomes protein 1
6239	172122	597	2	15	dyf-1 Tetratricopeptide repeat protein 30 homolog
6239	172123	735	2	17	mes-3 Polycomb protein mes-3
6239	172128	461	5	18	lfe-2 Inositol-trisphosphate 3-kinase homolog
6239	172132	241	2	9	C46H11.10 Uncharacterized protein
6239	172133	1188	8	24	fhod-1 Formin HOmology Domain
6239	172135	798	2	15	kin-32 Inactive tyrosine-protein kinase kin-32
6239	172142	65	2	8	Y110A7A.15 Uncharacterized protein
6239	172144	908	2	15	Y110A7A.9 WD_REPEATS_REGION domain-containing protein
6239	172145	788	2	14	mat-1 Cell division cycle protein 27 homolog
6239	172147	435	2	10	pfkb-1.1 6-phosphofructo-2-kinase
6239	172156	1522	2	18	npp-6 Nuclear Pore complex Protein
6239	172164	216	2	7	mrpl-47 Mitochondrial Ribosomal Protein, Large
6239	172166	84	2	6	B0261.6 Uncharacterized protein
6239	172167	2692	2	34	let-363 Target of rapamycin homolog
6239	172170	314	2	9	C01G8.1 Uncharacterized protein
6239	172174	563	2	13	erm-1 Moesin/ezrin/radixin homolog 1
6239	172178	1045	2	22	aman-3 Alpha-mannosidase
6239	172183	343	3	12	dhs-2 DeHydrogenases, Short chain
6239	172185	250	4	11	F55A12.2 Uncharacterized protein
6239	172187	465	5	11	tent-5 TErminal NucleotidylTransferase
6239	172189	643	3	21	frm-4 FERM domain-containing protein
6239	172191	393	2	13	erp-44.1 Thioredoxin domain-containing protein
6239	172195	207	2	6	atp-3 ATP synthase subunit O, mitochondrial
6239	172196	252	2	8	F27C1.2 Copper transporter
6239	172200	913	3	25	C09D4.4 DUF676 domain-containing protein
6239	172203	475	2	17	C09D4.1 putative MFS-type transporter C09D4.1
6239	172210	252	3	15	pqn-52 Prion-like-(Q/N-rich)-domain-bearing protein
6239	172217	1280	2	12	trpp-8 TRansport Protein Particle
6239	172221	1225	2	27	F46F11.1 Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase
6239	172230	432	2	10	zipt-2.4 Zrt (ZRT), Irt- (IRT-) like Protein Transporter
6239	172246	1418	2	18	mtk-1 Protein kinase domain-containing protein
6239	172247	585	2	14	vps-51 Vacuolar protein sorting-associated protein 51 homolog
6239	172252	350	2	9	C32F10.8 Aminotran_1_2 domain-containing protein
6239	172253	400	2	12	obr-4 Oxysterol-binding protein
6239	172255	71	2	6	ceh-12 Homeobox domain-containing protein;Homeobox protein ceh-12
6239	172256	623	10	17	gpaa-1 GlycosylPhosphatidylinositol Anchor Attachment 1 homolog
6239	172261	1052	3	13	noah-1 uncharacterized protein
6239	172262	1272	4	20	pgp-2 P-GlycoProtein related
6239	172264	397	2	9	stam-1 Signal transducing adapter molecule 1
6239	172270	416	3	34	avr-14 Ig-like domain-containing protein;Neur_chan_LBD domain-containing protein;Uncharacterized protein
6239	172274	780	2	12	C06A5.3 PWWP domain-containing protein
6239	172275	392	2	13	unc-94 Tropomodulin
6239	172276	215	2	10	C06A5.8 RING-type domain-containing protein
6239	172280	897	2	8	vps-34 Phosphatidylinositol 3-kinase catalytic subunit type 3
6239	172288	674	2	18	haf-9 ABC transmembrane type-1 domain-containing protein
6239	172291	42	2	7	oaz-1 Ornithine decarboxylase antizyme
6239	172296	789	2	16	usp-5 Ubiquitin carboxyl-terminal hydrolase
6239	172297	566	3	20	trak-1 HAP1 N-terminal domain-containing protein
6239	172310	755	2	9	ech-1.2 Enoyl-CoA Hydratase
6239	172312	163	4	36	rbm-5 RNA Binding Motif protein homolog
6239	172327	392	3	14	pnk-1 PaNtothenate Kinase
6239	172330	93	5	18	hrpk-1 Heterogeneous nuclear ribonucleoprotein K homolog
6239	172333	666	10	32	bli-4 Endoprotease bli-4
6239	172334	260	2	9	K04F10.3 Uncharacterized protein
6239	172336	313	2	8	ZC308.4 Uncharacterized protein
6239	172338	847	5	28	gld-2 PAP-associated domain-containing protein;Poly(A) RNA polymerase gld-2
6239	172343	385	2	11	ZC328.3 VASt domain-containing protein
6239	172354	629	3	12	uad-2 Chromo domain-containing protein
6239	172355	559	3	34	nmtn-1 WD_REPEATS_REGION domain-containing protein
6239	172358	252	2	10	acdh-1 Acyl CoA DeHydrogenase
6239	172367	319	2	8	acdh-4 Acyl CoA DeHydrogenase
6239	172375	692	4	19	syp-6 Uncharacterized protein
6239	172376	521	2	11	ipgm-1 2,3-bisphosphoglycerate-independent phosphoglycerate mutase
6239	172382	724	4	21	mctp-1 Multiple C2 and Transmembrane region Protein family homolog
6239	172385	827	4	18	ZC581.9 Protein kinase domain-containing protein
6239	172388	388	2	8	T23B3.1 Uncharacterized protein
6239	172395	362	2	10	hrpf-1 HnRNP F homolog
6239	172397	374	2	8	unc-87 Protein unc-87
6239	172398	806	4	19	pqn-21 C2H2-type domain-containing protein
6239	172399	521	2	11	cye-1 G1/S-specific cyclin-E
6239	172404	93	2	12	C37A2.8 Uncharacterized protein
6239	172409	927	2	22	dpf-3 Dipeptidyl Peptidase Four (IV) family
6239	172418	2322	2	46	smg-1 Serine/threonine-protein kinase smg-1
6239	172425	467	2	12	T10B11.8 Uncharacterized protein
6239	172431	288	3	11	ctg-1 Protein ctg-1
6239	172434	454	3	19	ubql-1 Ubiquilin
6239	172437	415	3	11	plin-1 Perilipin-1 homolog
6239	172443	748	2	10	prpf-4 PRP4 pre-mRNA-processing factor 4 homolog;Protein kinase domain-containing protein
6239	172460	437	6	20	nhr-23 Nuclear hormone receptor family member nhr-23
6239	172461	636	2	10	swsn-9 Bromo domain-containing protein
6239	172466	370	2	6	adsl-1 Adenylosuccinate lyase
6239	172467	491	2	8	lin-61 Protein lin-61
6239	172470	681	2	12	ztf-15 Zinc finger putative Transcription Factor family
6239	172473	570	2	12	rde-2 Uncharacterized protein
6239	172475	404	2	11	F13G3.3 Glycosyltransferase family 92 protein;Glycosyltransferase family 92 protein F13G3.3
6239	172477	282	2	8	ttx-7 Inositol monophosphatase ttx-7
6239	172478	370	2	11	F13G3.7 Uncharacterized protein
6239	172484	137	2	6	F52A8.3 Uncharacterized protein
6239	172485	238	2	8	glb-18 GLOBIN domain-containing protein
6239	172487	312	4	12	kbrl-1 NF-kappa-B inhibitor-interacting Ras-like protein
6239	172488	432	2	11	inx-14 Innexin-14
6239	172491	553	2	14	unc-15 Paramyosin
6239	172497	1813	11	37	unc-13 Phorbol ester/diacylglycerol-binding protein unc-13
6239	172499	455	2	11	lars-2 Leucine--tRNA ligase;Leucyl-tRNA synthetase
6239	172502	717	2	20	T28F4.4 Uncharacterized protein
6239	172504	513	2	17	pbrm-1 HMG box domain-containing protein
6239	172507	721	2	12	dcp-66 Transcription factor dcp-66
6239	172518	563	5	17	wdr-23 DDB1- and CUL4-associated factor 11 homolog
6239	172519	921	2	23	aex-1 C2 domain-containing protein aex-1
6239	172523	1520	2	22	rrf-1 RNA-directed RNA polymerase
6239	172528	361	2	9	T23G11.7 Uncharacterized protein
6239	172529	73	3	16	lron-9 eLRR (extracellular Leucine-Rich Repeat) ONly
6239	172530	253	2	11	rlbp-1 Rho-GAP domain-containing protein
6239	172536	291	2	5	lsy-22 Uncharacterized protein
6239	172538	25	2	9	F27D4.4 Zinc finger CCCH domain-containing protein 15 homolog
6239	172540	1008	2	40	F27D4.6 Uncharacterized protein
