ExonType	WEFRange	Junction	Count	Freq
alt_alt	0.75_1.01	HC	140	0.01
alt_alt	0.75_1.01	XX	26	0.002
alt_alt	0.75_1.01	EX	166	0.012
cons_alt	0_0.25	XH	11	0.015
cons_alt	0_0.25	CH	13	0.017
cons_alt	0_0.25	CC	409	0.544
cons_alt	0_0.25	XC	16	0.021
cons_alt	0_0.25	XX	2	0.003
cons_alt	0_0.25	EC	11	0.015
cons_alt	0_0.25	XE	14	0.019
cons_alt	0_0.25	EE	46	0.061
cons_alt	0_0.25	HH	190	0.253
cons_alt	0_0.25	CX	13	0.017
cons_alt	0_0.25	CE	5	0.007
cons_alt	0_0.25	HX	5	0.007
cons_alt	0_0.25	HC	5	0.007
cons_alt	0_0.25	EX	12	0.016
cons_alt	0.25_0.5	EC	29	0.01
cons_alt	0.25_0.5	XH	31	0.011
cons_alt	0.25_0.5	CH	38	0.013
cons_alt	0.25_0.5	CC	1434	0.497
cons_alt	0.25_0.5	XC	65	0.023
cons_alt	0.25_0.5	HX	46	0.016
cons_alt	0.25_0.5	CE	34	0.012
cons_alt	0.25_0.5	XE	28	0.01
cons_alt	0.25_0.5	EE	245	0.085
cons_alt	0.25_0.5	HH	783	0.272
cons_alt	0.25_0.5	CX	77	0.027
cons_alt	0.25_0.5	EX	33	0.011
cons_alt	0.25_0.5	HC	31	0.011
cons_alt	0.25_0.5	XX	9	0.003
cons_alt	0.5_0.75	XH	88	0.014
cons_alt	0.5_0.75	CH	73	0.011
cons_alt	0.5_0.75	CC	3158	0.487
cons_alt	0.5_0.75	XC	159	0.025
cons_alt	0.5_0.75	HX	67	0.01
cons_alt	0.5_0.75	EC	64	0.01
cons_alt	0.5_0.75	XE	80	0.012
cons_alt	0.5_0.75	EE	602	0.093
cons_alt	0.5_0.75	HH	1804	0.278
cons_alt	0.5_0.75	CX	154	0.024
cons_alt	0.5_0.75	CE	62	0.01
cons_alt	0.5_0.75	EX	79	0.012
cons_alt	0.5_0.75	HC	71	0.011
cons_alt	0.5_0.75	XX	19	0.003
cons_alt	0.75_1.01	EC	84	0.011
cons_alt	0.75_1.01	HX	92	0.012
cons_alt	0.75_1.01	CH	85	0.011
cons_alt	0.75_1.01	EH	1	0.0
cons_alt	0.75_1.01	CC	3782	0.482
cons_alt	0.75_1.01	XC	174	0.022
cons_alt	0.75_1.01	XH	89	0.011
cons_alt	0.75_1.01	CE	100	0.013
cons_alt	0.75_1.01	XE	81	0.01
cons_alt	0.75_1.01	EE	721	0.092
cons_alt	0.75_1.01	HH	2311	0.294
cons_alt	0.75_1.01	CX	160	0.02
cons_alt	0.75_1.01	EX	79	0.01
cons_alt	0.75_1.01	HC	73	0.009
cons_alt	0.75_1.01	XX	16	0.002
