ExonType	WEFRange	Junction	Count	Freq
cons_alt	0_0.25	HX	5	0.035
cons_alt	0_0.25	CC	52	0.366
cons_alt	0_0.25	XC	7	0.049
cons_alt	0_0.25	XX	2	0.014
cons_alt	0_0.25	CE	1	0.007
cons_alt	0_0.25	XE	2	0.014
cons_alt	0_0.25	EE	6	0.042
cons_alt	0_0.25	HH	21	0.148
cons_alt	0_0.25	CX	8	0.056
cons_alt	0_0.25	ZZ	34	0.239
cons_alt	0_0.25	HC	1	0.007
cons_alt	0_0.25	XH	3	0.021
cons_alt	0.25_0.5	HX	29	0.022
cons_alt	0.25_0.5	CH	20	0.015
cons_alt	0.25_0.5	EH	1	0.001
cons_alt	0.25_0.5	CC	487	0.368
cons_alt	0.25_0.5	XC	38	0.029
cons_alt	0.25_0.5	XX	17	0.013
cons_alt	0.25_0.5	EC	11	0.008
cons_alt	0.25_0.5	XE	23	0.017
cons_alt	0.25_0.5	EE	115	0.087
cons_alt	0.25_0.5	HH	340	0.257
cons_alt	0.25_0.5	CX	60	0.045
cons_alt	0.25_0.5	CE	11	0.008
cons_alt	0.25_0.5	ZZ	103	0.078
cons_alt	0.25_0.5	HC	13	0.01
cons_alt	0.25_0.5	ZC	1	0.001
cons_alt	0.25_0.5	XH	31	0.023
cons_alt	0.25_0.5	EX	22	0.017
cons_alt	0.5_0.75	HX	123	0.029
cons_alt	0.5_0.75	CH	50	0.012
cons_alt	0.5_0.75	ZX	1	0.0
cons_alt	0.5_0.75	EH	7	0.002
cons_alt	0.5_0.75	EE	368	0.086
cons_alt	0.5_0.75	XC	197	0.046
cons_alt	0.5_0.75	XX	75	0.018
cons_alt	0.5_0.75	EC	47	0.011
cons_alt	0.5_0.75	XE	100	0.023
cons_alt	0.5_0.75	CC	1500	0.352
cons_alt	0.5_0.75	HH	1217	0.286
cons_alt	0.5_0.75	CX	205	0.048
cons_alt	0.5_0.75	CE	43	0.01
cons_alt	0.5_0.75	EX	93	0.022
cons_alt	0.5_0.75	ZZ	57	0.013
cons_alt	0.5_0.75	HC	42	0.01
cons_alt	0.5_0.75	XH	131	0.031
cons_alt	0.5_0.75	ZH	1	0.0
cons_alt	0.5_0.75	HE	2	0.0
cons_alt	0.75_1.01	HX	170	0.029
cons_alt	0.75_1.01	CH	75	0.013
cons_alt	0.75_1.01	ZX	2	0.0
cons_alt	0.75_1.01	EH	7	0.001
cons_alt	0.75_1.01	CC	2021	0.35
cons_alt	0.75_1.01	XC	241	0.042
cons_alt	0.75_1.01	XX	107	0.019
cons_alt	0.75_1.01	EC	72	0.012
cons_alt	0.75_1.01	XE	144	0.025
cons_alt	0.75_1.01	EE	488	0.085
cons_alt	0.75_1.01	HH	1615	0.28
cons_alt	0.75_1.01	CX	287	0.05
cons_alt	0.75_1.01	CE	78	0.014
cons_alt	0.75_1.01	EX	150	0.026
cons_alt	0.75_1.01	ZZ	99	0.017
cons_alt	0.75_1.01	HC	57	0.01
cons_alt	0.75_1.01	ZC	1	0.0
cons_alt	0.75_1.01	XH	156	0.027
cons_alt	0.75_1.01	HE	3	0.001
